Accession	Gene ID	Description	Sum PEP Score	# PSMs	# Peptides	# Unique Peptides	Abundance Ratio: (rbohC C) / (WT C)	Abundance Ratio (log2): (rbohC C) / (WT C)	Abundance Ratio Adj. P-Value: (rbohC C) / (WT C)	Abundance Ratio P-Value: (rbohC C) / (WT C)	Abundances (Grouped): rbohC C	Abundances (Grouped): WT C	Abundances (Grouped) CV [%]: rbohC C	Abundances (Grouped) CV [%]: WT C	Abundances (Normalized): F1: Sample, rbohC C	Abundances (Normalized): F2: Sample, rbohC C	Abundances (Normalized): F3: Sample, rbohC C	Abundances (Normalized): F13: Sample, WT C	Abundances (Normalized): F14: Sample, WT C	Abundances (Normalized): F15: Sample, WT C	Found in Sample: [S1] F1: Sample, rbohC C	Found in Sample: [S2] F2: Sample, rbohC C	Found in Sample: [S3] F3: Sample, rbohC C	Found in Sample: [S4] F4: Sample, rbohC Cd	Found in Sample: [S5] F5: Sample, rbohC Cd	Found in Sample: [S6] F6: Sample, rbohC Cd	Found in Sample: [S7] F7: Sample, rbohF C	Found in Sample: [S8] F8: Sample, rbohF C	Found in Sample: [S9] F9: Sample, rbohF C	Found in Sample: [S10] F10: Sample, rbohF Cd	Found in Sample: [S11] F11: Sample, rbohF Cd	Found in Sample: [S12] F12: Sample, rbohF Cd	Found in Sample: [S13] F13: Sample, WT C	Found in Sample: [S14] F14: Sample, WT C	Found in Sample: [S15] F15: Sample, WT C	Found in Sample: [S16] F16: Sample, WT Cd	Found in Sample: [S17] F17: Sample, WT Cd	Found in Sample: [S18] F18: Sample, WT Cd	COUNTIF
Q0WTB4	ath:AT3G49725; Q0WTB4; Q9M2Y5	GTP-binding protein At3g49725, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=At3g49725 PE=2 SV=2	24.86	47	8	8	4.503	2.17	0.00387988615042253	0.000537158074537691	11659569.5554266	2589338.14769215	7.53	69.59	13201352.7413675	11659569.5554266	11577039.0475805	2589338.14769215	4316557.02189488	760263.107665497	Peak Found	Peak Found	High	Peak Found	High	High	High	High	Peak Found	Peak Found	High	Peak Found	High	High	Peak Found	Peak Found	High	High	10
Q9FFK1	ath:AT5G05760; O65099; Q9FFK1	Syntaxin-31 OS=Arabidopsis thaliana OX=3702 GN=SYP31 PE=1 SV=1	25.938	82	3	3	0.188	-2.41	0.00398714453655274	0.00055280825309767	1882124.19456865	10035723.3445736	12.21	40.38	1620555.25391326	1882124.19456865	2072566.17446156	8024550.72636582	17022421.4100219	10035723.3445736	High	High	High	High	High	High	High	High	High	High	Peak Found	High	High	Peak Found	High	High	High	High	16
Q9LE86	A0A178VF14; A0MEV7; ath:AT3G12900; Q9LE86	Scopoletin 8-hydroxylase OS=Arabidopsis thaliana OX=3702 GN=S8H PE=1 SV=1	35.527	60	7	7	11.611	3.54	0.00409957785285361	0.000568602660882211	3099484.98932679	266947.214763962	14	16.96	2540103.4339265	3099484.98932679	3362999.78341088	259843.821367309	348916.738567089	266947.214763962	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	High	High	High	High	Peak Found	Peak Found	Peak Found	Not Found	High	Peak Found	6
Q9C562	ath:AT5G58380; Q9C562; Q9LVL3	CBL-interacting serine/threonine-protein kinase 10 OS=Arabidopsis thaliana OX=3702 GN=CIPK10 PE=1 SV=1	39.25	139	10	7	3.067	1.62	0.00429903671968038	0.000596914590966113	60250353.4934925	19644307.0452772	14.33	40.21	60250353.4934925	53344505.6026746	70834512.571817	10366611.1775423	19644307.0452772	24903796.1884405	High	High	High	High	High	High	High	High	High	High	High	High	Peak Found	High	High	High	High	High	17
O22281	A0A178V589; ath:AT4G08580; O22281	Microfibrillar-associated protein-like protein OS=Arabidopsis thaliana OX=3702 GN=T15F16.8 PE=1 SV=1	56.757	202	10	10	3.615	1.85	0.00430765458452754	0.000598543641884053	22702346.5643111	6279336.40140744	4.34	19.18	24333324.3567075	22702346.5643111	22496107.5052955	7068930.45334944	4786502.29363494	6279336.40140744	High	High	High	High	High	High	High	High	High	High	High	High	High	Peak Found	High	High	High	High	17
Q9LM13	ath:AT1G22170; Q8L832; Q8LBD7; Q9LM13	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase 1 OS=Arabidopsis thaliana OX=3702 GN=gpmA1 PE=2 SV=1	32.803	103	11	6	0.295	-1.76	0.00438002495804905	0.000610798119244027	6629133.74966208	22435202.7475757	45.69	7.33	13355379.1334985	6629133.74966208	6253997.8312004	20764617.295729	22435202.7475757	24052501.5931686	High	Peak Found	High	Peak Found	Peak Found	Peak Found	Peak Found	High	High	Peak Found	Peak Found	Peak Found	High	High	Peak Found	Peak Found	Peak Found	Peak Found	6
Q8GUP1	ath:AT1G17760; Q8GUP1; Q8LKG5; Q9FZ58	Cleavage stimulation factor subunit 77 OS=Arabidopsis thaliana OX=3702 GN=CSTF77 PE=1 SV=1	20.03	28	8	8	0.178	-2.49	0.00445174787825219	0.000621470350354869	1628101.69976943	9151945.35502911	16.39	70.36	1829121.82058074	1449173.64987233		5913543.77665624	9151945.35502911	22554877.4654889	High	Peak Found	Not Found	High	Peak Found	Peak Found	High	High	Peak Found	Peak Found	Peak Found	Peak Found	High	High	High	Peak Found	High	Peak Found	8
Q9SQG2	ath:AT3G04080; Q9SQG2	Apyrase 1 OS=Arabidopsis thaliana OX=3702 GN=APY1 PE=1 SV=1	101.498	507	12	10	3.029	1.6	0.00454066497076069	0.000636390572680279	52285153.1155223	17261234.8396296	15.18	27.07	47213506.274765	63329092.2709519	52285153.1155223	17261234.8396296	14977441.4009036	24815828.8372428	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q96253	ath:AT1G51650; Q96253	ATP synthase subunit epsilon, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=At1g51650 PE=1 SV=3	61.795	225	6	6	0.484	-1.05	0.00455601994743607	0.000638771332422516	135998590.05809	281225350.056988	5.33	23.63	138835878.080245	135998590.05809	125347608.683011	284000770.046789	281225350.056988	180857113.35959	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
F4IM56	F4IM56	Phototropic-responsive NPH3 family protein OS=Arabidopsis thaliana OX=3702 GN=SETH6 PE=1 SV=1	29.933	106	7	6	4.383	2.13	0.00477549721397527	0.000670262045593839	11981624.042065	2733912.84971058	30.98	15.66	7432378.19459146	11981624.042065	14264124.0250718	3344115.47128917	2733912.84971058	2474467.45912472	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	Peak Found	Peak Found	Peak Found	Peak Found	High	High	High	High	High	High	High	8
F4KGW0	F4KGW0	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase OS=Arabidopsis thaliana OX=3702 GN=PAS2 PE=1 SV=1	24.557	216	6	6	2.536	1.34	0.00489914549248575	0.000688108482906236	81846477.1596066	32279021.3921727	19.18	2.85	108009391.580755	81846477.1596066	76121617.7457668	32921812.4817	31113844.9227765	32279021.3921727	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q6NLP2	ath:AT1G34360; Q6NLP2; Q9C8N4	Translation initiation factor IF3-1, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=IF3-1 PE=2 SV=1	13.444	58	6	6	0.201	-2.32	0.00506878336293678	0.00071295271236127	1672372.35724365	8339297.49632712	36.32	87.29	895194.410882444	1950776.81558336	1672372.35724365	8339297.49632712	334613.821279773	12349422.6711133	High	High	High	Peak Found	Peak Found	Peak Found	High	High	High	Peak Found	Peak Found	High	High	High	High	High	High	High	13
Q9XHZ8	ath:AT1G21780; Q0WS66; Q9XHZ8	BTB/POZ domain-containing protein At1g21780 OS=Arabidopsis thaliana OX=3702 GN=At1g21780 PE=1 SV=1	62.976	265	15	15	3.023	1.6	0.00520437467497974	0.000732808140320174	49138563.5061469	16252786.28997	18.29	101.26	49138563.5061469	36361780.2498329	52185564.6519348	16252786.28997	13148946.4854349	76639244.5303065	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q9ZW09	ath:AT2G29220; Q9ZW09	Probable inactive L-type lectin-domain containing receptor kinase III.1 OS=Arabidopsis thaliana OX=3702 GN=LECRK31 PE=3 SV=1	125.823	331	16	16	0.365	-1.45	0.00537887735124959	0.000758189227564321	18241121.8890503	49915281.877168	93.92	52.74	13172216.3971848	71149892.0873835	18241121.8890503	63535057.8494697	18363364.1217301	49915281.877168	Peak Found	High	Peak Found	High	High	Peak Found	Peak Found	High	High	High	High	Peak Found	High	Peak Found	High	High	Peak Found	High	11
Q9C5U2	ath:AT5G35750; Q680Y4; Q8GUG0; Q9C5U2; Q9FKH3	Histidine kinase 2 OS=Arabidopsis thaliana OX=3702 GN=AHK2 PE=1 SV=1	24.358	53	6	4	8.26	3.05	0.00538509648156238	0.000759336178741465	3958721.71113708	479274.374410535	41.03	108.52	2517225.26155661	5887756.83648657	3958721.71113708	2635694.74030856	395506.180896503	479274.374410535	High	High	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	Peak Found	High	High	Peak Found	High	High	Peak Found	Peak Found	8
Q9LZ26	ath:AT5G04710; Q9LZ26	Aspartyl aminopeptidase OS=Arabidopsis thaliana OX=3702 GN=T1E3_70 PE=1 SV=1	15.704	29	3	3	6.88	2.78	0.00553413287382877	0.00078090695790034	6315321.72721058	917908.990943916	17.34	50.34	6315321.72721058	7692806.96163442	5462576.42324752	689801.621178441	1763553.50385126	917908.990943916	Peak Found	Peak Found	Peak Found	Peak Found	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	High	High	High	Peak Found	High	6
Q9ZPS9	ath:AT2G01950; Q9ZPS9	Serine/threonine-protein kinase BRI1-like 2 OS=Arabidopsis thaliana OX=3702 GN=BRL2 PE=1 SV=1	40.505	129	11	9	0.283	-1.82	0.00593545320947089	0.000840515712259293	5715428.50890167	20210066.3610551	13.87	91.3	5412126.74158962	5715428.50890167	6990504.88081447	3506495.108382	20210066.3610551	45151938.9146106	High	High	High	High	Peak Found	Peak Found	High	Peak Found	Peak Found	Peak Found	High	High	High	High	High	Peak Found	Peak Found	High	11
Q9CAT7	ath:AT1G73230; B9DI58; Q8LFH4; Q9CAT7	Nascent polypeptide-associated complex subunit beta OS=Arabidopsis thaliana OX=3702 GN=At1g73230 PE=2 SV=1	81.572	335	9	7	0.339	-1.56	0.0060544873835066	0.000857979914845597	11475025.0461781	33885392.7464492	16.82	22.19	11632619.157193	8488798.47241277	11475025.0461781	33885392.7464492	30884812.914424	46390359.5177243	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
F4IEC7	F4IEC7	CTC-interacting domain 11 OS=Arabidopsis thaliana OX=3702 GN=CID11 PE=1 SV=1	27.513	121	5	2	0.182	-2.46	0.00658418486270054	0.000936348361830763	1401382.21553142	7691565.86942665	15.45	7.49	1200898.08818423	1637114.70424424	1401382.21553142	7247593.09328686	8402716.4662879	7691565.86942665	Peak Found	Peak Found	Peak Found	Peak Found	High	High	High	High	High	Peak Found	Peak Found	Peak Found	Peak Found	High	Peak Found	High	High	Peak Found	8
F4K0R0	ath:AT5G05570; F4K0R0	Transducin family protein / WD-40 repeat family protein OS=Arabidopsis thaliana OX=3702 GN=MOP10.11 PE=1 SV=1	46.046	113	9	9	5.886	2.56	0.00672978216352856	0.000959418771367959	8245646.97665561	1400869.15262906	19.13	40.11	8245646.97665561	9076320.39110918	6168856.40656219	2533359.50564251	1267548.96237847	1400869.15262906	High	Peak Found	High	Peak Found	Peak Found	Peak Found	High	High	High	High	High	High	High	High	High	High	High	High	14
Q9SEE5	ath:AT3G06580; O24021; O48936; Q9SEE5	Galactokinase OS=Arabidopsis thaliana OX=3702 GN=GAL1 PE=1 SV=2	132.454	516	17	17	0.411	-1.28	0.00673685008787118	0.000960764575053563	41552286.7610541	101155930.481316	9.05	9.18	39324240.2997165	41552286.7610541	46826413.462236	114179023.770477	101155930.481316	95638156.4917969	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q9FFF3	ath:AT5G16300; Q9FFF3	Conserved oligomeric Golgi complex subunit 1 OS=Arabidopsis thaliana OX=3702 GN=COG1 PE=1 SV=1	324.539	1506	48	48	0.46	-1.12	0.00692625771926672	0.000989862744177117	88412308.2651422	192173245.331901	9.21	26.52	82738427.4857584	88412308.2651422	99084997.1275741	192173245.331901	193743766.602208	116116325.008701	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q9SR33	ath:AT3G09300; Q9SR33	Oxysterol-binding protein-related protein 3B OS=Arabidopsis thaliana OX=3702 GN=ORP3B PE=2 SV=1	40.01	142	9	7	4.178	2.06	0.00702057836179712	0.00100404737476834	14757874.6772005	3532522.89792405	15.84	22.02	18209468.6892033	13465763.6036953	14757874.6772005	4821275.49786355	3218370.10342977	3532522.89792405	High	Peak Found	High	Peak Found	High	High	High	High	High	Peak Found	Peak Found	High	High	High	High	High	High	High	14
Q9SCS8	A0A068LL46; ath:AT3G50460; Q9C5Z5; Q9SCS8	RPW8-like protein 2 OS=Arabidopsis thaliana OX=3702 GN=HR2 PE=2 SV=1	8.826	19	4	4	0.171	-2.55	0.00715361886431556	0.00102343324950049	1080756.08530491	6318924.46213673	5.6	2.86		1038800.35998551	1124406.34496882	6530009.89887073	6168618.90573141	6318924.46213673	Not Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	Peak Found	High	High	High	Peak Found	High	Peak Found	Peak Found	High	High	Peak Found	7
Q9C586	A0A178ULZ6; ath:AT5G22020; Q9C586	At5g22020 OS=Arabidopsis thaliana OX=3702 GN=At5g22020 PE=1 SV=1	82.189	378	14	13	3.386	1.76	0.00717848558776798	0.00102735115760888	29716367.1226775	8777239.3100096	9.74	78.75	25359445.9270793	30527497.4309517	29716367.1226775	7787436.93724352	8777239.3100096	28964399.1325263	High	High	High	High	High	High	High	High	High	High	High	High	Peak Found	High	High	High	High	High	17
Q9M386	A0A178VCH1; ath:AT3G54200; Q9M386	Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family OS=Arabidopsis thaliana OX=3702 GN=F24B22.160 PE=1 SV=1	53.773	248	8	8	2.904	1.54	0.00743566197202795	0.00106826286651995	41710370.9161659	14361326.44302	19.36	5.01	41710370.9161659	47262351.4237193	31867836.5804701	13240045.3106894	14536697.7425916	14361326.44302	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q9SSK5	ath:AT1G70890; Q9SSK5	MLP-like protein 43 OS=Arabidopsis thaliana OX=3702 GN=MLP43 PE=1 SV=1	18.844	120	6	2	10.31	3.37	0.00762795349904829	0.00109627181706617	2743979.09679134	266148.733641511	28.31	75.05	1781897.05959958	2743979.09679134	3214874.18347329	266148.733641511	738430.899170393	187088.634978933	High	High	Peak Found	Peak Found	Peak Found	High	High	High	High	Not Found	High	High	Not Found	High	Not Found	Peak Found	Peak Found	High	10
O22757	ath:AT2G17480; O22757; Q94KB5; Q9SHM0	MLO-like protein 8 OS=Arabidopsis thaliana OX=3702 GN=MLO8 PE=1 SV=2	22.983	134	9	6	3.385	1.76	0.00769618122860568	0.0011064636834861	22242459.1649972	6571521.49372995	15.96	49.34	18276478.0453142	25253311.0656859	22242459.1649972	13872882.4520789	6571521.49372995	6083096.74607832	High	High	Peak Found	High	High	High	High	High	Peak Found	High	High	High	High	High	Peak Found	High	High	High	15
Q9LF97	ath:AT3G52950; Q8L7L7; Q9LF97	CBS domain-containing protein CBSCBSPB3 OS=Arabidopsis thaliana OX=3702 GN=CBSCBSPB3 PE=1 SV=1	131.324	577	20	20	2.928	1.55	0.00773869776775178	0.0011129646656598	49475468.236154	16895893.479736	27.55	40.9	49475468.236154	47049302.760541	75551866.8965745	13048488.19609	16895893.479736	28318988.5444915	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
P54969	ath:AT5G56650; P54969	IAA-amino acid hydrolase ILR1-like 1 OS=Arabidopsis thaliana OX=3702 GN=ILL1 PE=1 SV=1	54.898	225	11	10	2.953	1.56	0.00777806261224649	0.00111979737824019	35543395.7038282	12035846.0201694	18.21	22.11	41299408.2126844	35543395.7038282	28529991.3105475	12035846.0201694	10225823.2288338	15718932.1712182	High	High	High	High	Peak Found	High	High	High	High	High	High	High	High	High	High	High	High	High	17
Q9LFS3	ath:AT5G16010; Q9LFS3	3-oxo-5-alpha-steroid 4-dehydrogenase family protein OS=Arabidopsis thaliana OX=3702 GN=At5g16010 PE=1 SV=1	11.44	44	2	2	9.737	3.28	0.00783369877430899	0.00112820048107487	2892678.11132217	297085.587216317	71.24	40.54	616466.589088711	4280064.18725093	2892678.11132217	297085.587216317	195630.513748351	448302.273698666	High	High	High	Peak Found	High	High	Peak Found	High	Peak Found	High	High	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	9
F4K567	ath:AT5G67610; F4K567	Transmembrane protein (DUF2215) OS=Arabidopsis thaliana OX=3702 GN=At5g67610 PE=1 SV=1	10.03	29	3	3	0.112	-3.15	0.00784695599398602	0.00113089757837126	265515.606043305	2364223.63266226	88.6	21.34	265515.606043305	238535.017340031	1043060.80304118	2364223.63266226	2358842.11729438	3357037.78847309	Peak Found	Peak Found	High	High	High	High	Peak Found	High	Peak Found	High	Peak Found	Peak Found	Peak Found	Peak Found	High	High	High	Peak Found	9
Q9SCS3	ath:AT3G50520; Q9SCS3	Phosphoglycerate mutase-like protein 4 OS=Arabidopsis thaliana OX=3702 GN=At3g50520 PE=2 SV=1	19.761	72	5	5	0.257	-1.96	0.00808508254877927	0.00116724549020075	2668419.90182866	10389016.6986954	19.1	14.42	3052010.20989648	2068326.39891829	2668419.90182866	10389016.6986954	8613718.14125644	11526198.6350773	High	Peak Found	High	Peak Found	High	High	High	High	High	High	High	Peak Found	High	High	High	High	High	High	15
Q9SKD7	ath:AT2G46430; Q9SKD7; Q9XFS1; Q9ZPK1	Probable cyclic nucleotide-gated ion channel 3 OS=Arabidopsis thaliana OX=3702 GN=CNGC3 PE=2 SV=2	58.924	216	11	9	3.206	1.68	0.00836839101153675	0.00121192751710675	33757962.3423613	10529823.0941139	6.78	5.61	36002934.1796012	31431931.5518242	33757962.3423613	10620679.0985984	9583315.17147603	10529823.0941139	High	High	High	High	Peak Found	High	High	High	High	High	High	High	High	High	High	High	High	High	17
Q9LZV3	ath:AT5G01930; Q9LZV3	Mannan endo-1,4-beta-mannosidase 6 OS=Arabidopsis thaliana OX=3702 GN=MAN6 PE=2 SV=1	37.276	54	7	7	0.29	-1.78	0.00868473132415248	0.00125817652735827	5045347.69681854	17377737.4286219	71.21	22.59	1201611.31323122	7885628.15275101	5045347.69681854	12391065.0820535	19674831.9797974	17377737.4286219	High	High	Peak Found	High	Peak Found	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	High	Peak Found	Peak Found	6
Q9FHI7	ath:AT5G45490; Q9FHI7	Probable disease resistance protein At5g45490 OS=Arabidopsis thaliana OX=3702 GN=At5g45490 PE=2 SV=1	114.448	513	14	14	2.307	1.21	0.00928643742770871	0.00134954251057762	134734734.240836	58396875.4203548	2.67	8.21	134734734.240836	130138079.918309	137191139.634439	63838734.4888622	58396875.4203548	54205842.1838904	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q9SK39	ath:AT2G24940; Q9SK39	Probable steroid-binding protein 3 OS=Arabidopsis thaliana OX=3702 GN=MP3 PE=1 SV=1	30.792	149	5	5	0.279	-1.84	0.00928741535300786	0.00135015083892931	3094080.00010792	11082807.1236247	69.44	40.67	7022950.33712983	1739031.81436076	3094080.00010792	14136174.1006892	11082807.1236247	5818982.50676282	High	Peak Found	High	High	High	High	High	Peak Found	High	High	High	High	High	High	High	High	High	High	16
A8MRY1	A8MRY1; ath:AT1G47570	RING/U-box superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At1g47570 PE=1 SV=1	7.013	32	3	3	5.864	2.55	0.0095106758246273	0.00138388660653432	6196934.22236782	1056820.00893412	55.78	17.53	10382012.5663264	6196934.22236782	3092843.54037737	842401.538047213	1202839.85188428	1056820.00893412	High	High	High	Peak Found	Peak Found	Peak Found	High	High	Not Found	Peak Found	Peak Found	Peak Found	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	6
Q9SHH0	ath:AT1G17120; Q9SHH0	Cationic amino acid transporter 8, vacuolar OS=Arabidopsis thaliana OX=3702 GN=CAT8 PE=2 SV=1	43.053	209	9	9	3.304	1.72	0.0095106758246273	0.0013840394164748	21911005.441798	6631950.17542612	19.66	27.43	18099706.5099103	26836890.3552609	21911005.441798	9816586.1062602	5985210.73688892	6631950.17542612	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q94AL6	ath:AT4G20150; Q94AL6	Excitatory amino acid transporter OS=Arabidopsis thaliana OX=3702 GN=At4g20150 PE=1 SV=1	37.063	71	3	3	5.691	2.51	0.00954558788301101	0.00138959915971748	7729295.97274448	1358095.74368843	13.48	99.97	6748430.93804193	8843452.92608273	7729295.97274448	1358095.74368843	1177440.98789422	6454258.65761472	High	High	High	High	High	Peak Found	High	High	High	Peak Found	High	High	Peak Found	Peak Found	High	High	High	High	14
F4IXH3	F4IXH3	P-loop containing nucleoside triphosphate hydrolases superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At3g15120 PE=1 SV=1	7.464	13	6	6	0.12	-3.06	0.00955354445371279	0.0013917528515992	240592.581281847	2002064.12667363	43.59	64.44	240592.581281847	167461.506550251	396267.525215915	2002064.12667363	3044111.69022912	618499.340964783	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	Peak Found	High	Peak Found	High	Peak Found	High	High	High	High	Peak Found	Peak Found	7
P35510	ath:AT2G37040; P35510; Q94AN1; Q9ZQD6	Phenylalanine ammonia-lyase 1 OS=Arabidopsis thaliana OX=3702 GN=PAL1 PE=1 SV=3	204.128	881	30	21	0.428	-1.23	0.00955354445371279	0.00139219615225783	45063570.4884454	105401489.047207	20.16	21.85	52671401.8671658	45063570.4884454	34905482.853834	107055575.046967	105401489.047207	70559626.2822984	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q67Z52	ath:AT3G10220; Q67XW4; Q67Z52; Q8L5R5; Q9SS34	Tubulin-folding cofactor B OS=Arabidopsis thaliana OX=3702 GN=TFCB PE=1 SV=1	16.56	28	4	4	0.12	-3.06	0.00967019091761404	0.00140967995706798	97809.7530164117	815717.084786132	66.45	80.4	268860.641087732	97809.7530164117	89872.3813920573	103352.9429084	815717.084786132	1262786.56239746	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Not Found	High	Peak Found	High	High	High	Peak Found	Peak Found	High	Peak Found	High	High	Peak Found	7
Q8RXF2	A0A178VJH0; ath:AT3G58030; Q8RXF2	At3g58030 OS=Arabidopsis thaliana OX=3702 GN=At3g58030 PE=1 SV=1	10.82	43	3	3	0.12	-3.05	0.0100771323715999	0.00147051974319767	123218.271316741	1023443.67160062	114	29.77	94086.397106549	123218.271316741	734786.492153309	1023443.67160062	1240633.50146171	664984.073129234	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	Peak Found	High	Peak Found	High	High	High	High	High	High	High	High	10
Q9S7P9	ath:AT5G61210; Q9S7P9	SNAP25 homologous protein SNAP33 OS=Arabidopsis thaliana OX=3702 GN=SNAP33 PE=1 SV=1	81.935	364	12	12	0.514	-0.96	0.010102993113583	0.00147530781423688	287956917.789803	560014318.434201	9.93	38.24	287956917.789803	261369347.497308	318794651.23111	560014318.434201	605269515.855345	268514838.160416	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
