Accession	Gene ID	Description	Sum PEP Score	# PSMs	# Peptides	# Unique Peptides	Abundance Ratio: (rbohF C) / (rbohC C)	Abundance Ratio (log2): (rbohF C) / (rbohC C)	Abundance Ratio Adj. P-Value: (rbohF C) / (rbohC C)	Abundance Ratio P-Value: (rbohF C) / (rbohC C)	Abundances (Grouped): rbohC C	Abundances (Grouped): rbohF C	Abundances (Grouped) CV [%]: rbohC C	Abundances (Grouped) CV [%]: rbohF C	Abundances (Normalized): F1: Sample, rbohC C	Abundances (Normalized): F2: Sample, rbohC C	Abundances (Normalized): F3: Sample, rbohC C	Abundances (Normalized): F7: Sample, rbohF C	Abundances (Normalized): F8: Sample, rbohF C	Abundances (Normalized): F9: Sample, rbohF C	Found in Sample: [S1] F1: Sample, rbohC C	Found in Sample: [S2] F2: Sample, rbohC C	Found in Sample: [S3] F3: Sample, rbohC C	Found in Sample: [S4] F4: Sample, rbohC Cd	Found in Sample: [S5] F5: Sample, rbohC Cd	Found in Sample: [S6] F6: Sample, rbohC Cd	Found in Sample: [S7] F7: Sample, rbohF C	Found in Sample: [S8] F8: Sample, rbohF C	Found in Sample: [S9] F9: Sample, rbohF C	Found in Sample: [S10] F10: Sample, rbohF Cd	Found in Sample: [S11] F11: Sample, rbohF Cd	Found in Sample: [S12] F12: Sample, rbohF Cd	Found in Sample: [S13] F13: Sample, WT C	Found in Sample: [S14] F14: Sample, WT C	Found in Sample: [S15] F15: Sample, WT C	Found in Sample: [S16] F16: Sample, WT Cd	Found in Sample: [S17] F17: Sample, WT Cd	Found in Sample: [S18] F18: Sample, WT Cd	COUNTIF
Q9SZE7	ath:AT4G37530; Q8VYK8; Q9SZE7	Peroxidase 51 OS=Arabidopsis thaliana OX=3702 GN=PER51 PE=2 SV=1	40.435	111	10	7	2.143	1.1	0.0340415081203403	0.00490719148684771	17609003.84128	37741727.8642211	10.59	18.04	19966653.691694	16208765.621225	17609003.84128	27088881.9007074	37741727.8642211	37816460.3012729	High	Peak Found	Peak Found	High	Peak Found	Peak Found	High	High	High	Peak Found	Peak Found	High	Peak Found	High	High	High	High	Peak Found	10
F4KD71	ath:AT5G45380; F4KD71; Q9FHJ8	Urea-proton symporter DUR3 OS=Arabidopsis thaliana OX=3702 GN=DUR3 PE=1 SV=1	10.825	51	3	3	4.794	2.26	0.0348584050899295	0.00503019138158023	771791.848714456	3699866.68781098	23.02	37.86	909536.062515361		654908.235408223	3918033.14071955	3699866.68781098	1766461.25611439	Peak Found	Not Found	Peak Found	High	Not Found	Peak Found	High	High	High	Not Found	High	High	Peak Found	High	Peak Found	High	High	High	10
Q9LF51	A0A178UHY8; ath:AT5G17510; Q9LF51	Glutamine-rich protein OS=Arabidopsis thaliana OX=3702 GN=At5g17510 PE=1 SV=1	19.809	61	5	5	0.287	-1.8	0.035011043123757	0.00505397244230466	4653984.39356173	1334011.30169468	26.72	39.8	4653984.39356173	5875191.81735962	3395188.1663041	1334011.30169468	669365.343112279	1595369.57018198	High	High	High	High	High	High	High	Peak Found	Peak Found	High	Peak Found	Peak Found	High	High	Peak Found	High	Peak Found	Peak Found	11
Q9SF85	ath:AT3G09820; B3LFB3; Q9SF85	Adenosine kinase 1 OS=Arabidopsis thaliana OX=3702 GN=ADK1 PE=1 SV=1	181.924	886	19	7	1.807	0.85	0.0352488273413584	0.00509183100585409	82015581.2996734	148226974.092209	39.4	17.47	128025649.158951	58666492.6058345	82015581.2996734	148226974.092209	115553867.381772	164546510.0025	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q9FGK9	ath:AT5G47480; Q9FGK9	Protein transport protein SEC16A homolog OS=Arabidopsis thaliana OX=3702 GN=MAG5 PE=1 SV=1	22.818	101	9	7	3.894	1.96	0.0354796407980303	0.00512872959057287	1462164.15960434	5693694.70975597	30.51	6.42	1035127.47768053	1936503.16940498	1462164.15960434	5136291.80573463	5797614.21413911	5693694.70975597	Peak Found	High	Peak Found	Peak Found	Peak Found	Peak Found	High	Peak Found	High	High	High	High	High	High	High	High	High	High	12
O48532	ath:AT2G42250; O48532	Cytochrome P450, family 712, subfamily A, polypeptide 1 OS=Arabidopsis thaliana OX=3702 GN=CYP712A1 PE=1 SV=1	161.158	996	27	26	1.764	0.82	0.0357965800253999	0.00517813292332736	63405522.899144	111858277.77587	45.66	29.22	111330886.767938	63405522.899144	46420283.3055883	67526367.4120864	123362623.240191	111858277.77587	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
O65570	ath:AT4G30160; F4JPJ2; O65570; Q541Y5; Q9SZW9	Villin-4 OS=Arabidopsis thaliana OX=3702 GN=VLN4 PE=1 SV=1	101.728	470	24	18	2.334	1.22	0.0360011154946699	0.0052095243563286	10044372.8221913	23448344.6836397	25.57	15.46	15235212.1963664	10044372.8221913	10007750.519916	29533690.34537	22322426.8725921	23448344.6836397	High	Peak Found	High	High	Peak Found	High	High	High	High	High	High	High	High	High	High	High	High	High	16
Q9FE58	ath:AT5G27770; Q9FE58	60S ribosomal protein L22-3 OS=Arabidopsis thaliana OX=3702 GN=RPL22C PE=2 SV=1	163.3	1173	13	2	0.569	-0.81	0.0364504913807307	0.00528003208311922	1838247648.46506	1045964650.5575	12	18.5	1494148740.61897	1838247648.46506	1868646526.45664	1187896121.43139	815414010.373731	1045964650.5575	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q9LEV6	ath:AT5G10830; Q9LEV6	At5g10830 OS=Arabidopsis thaliana OX=3702 GN=At5g10830 PE=1 SV=1	10.915	32	3	3	4.106	2.04	0.0365153535237793	0.00529491843738628	1047935.95366962	4302441.3337134	77.43	16.45	495641.542941795	2528125.16272895	1047935.95366962	4302441.3337134	3300210.36245847	4564424.1662468	Peak Found	High	Peak Found	High	Peak Found	Peak Found	High	Peak Found	Peak Found	Peak Found	High	Peak Found	Peak Found	High	Peak Found	High	High	Peak Found	7
F4JKK0	ath:AT4G34100; F4JKK0; F4JKK1; O49494; Q0WLP2	Probable E3 ubiquitin ligase SUD1 OS=Arabidopsis thaliana OX=3702 GN=SUD1 PE=1 SV=1	43.809	272	11	11	0.426	-1.23	0.0370191535427417	0.00537353860256529	20312007.5295859	8652149.25344135	10.16	64.01	20312007.5295859	23387831.8138586	19288565.8419506	8652149.25344135	5899513.93618795	19710919.1503241	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q8H1Q6	Q8H1Q6	NAD(P)-binding Rossmann-fold superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At4g23420 PE=1 SV=1	65.982	420	10	5	0.297	-1.75	0.0371996698945397	0.00540719977415494	9416787.28225276	2796605.13713827	27.35	93.6	8371986.29777975	9416787.28225276	13798849.4678872	1707238.78741219	2796605.13713827	10071171.1702634	High	High	High	Peak Found	High	High	High	High	Peak Found	Peak Found	High	High	High	High	High	High	High	High	15
O64668	ath:AT1G08700; O64668; Q8L9V0	Presenilin-like protein At1g08700 OS=Arabidopsis thaliana OX=3702 GN=At1g08700 PE=1 SV=1	27.055	97	4	3	0.233	-2.1	0.0373918486653828	0.00543700831929605	3232788.00646295	754295.657007984	38.59	56.82	3232788.00646295	5390776.56446973	2637705.50889534	1656141.48534472	754295.657007984	600616.020829734	High	High	High	High	High	High	High	Peak Found	Peak Found	High	High	High	High	High	High	High	High	High	16
Q8VXX0	ath:AT4G14160; Q8VXX0	Protein transport protein SEC23 OS=Arabidopsis thaliana OX=3702 GN=At4g14160 PE=1 SV=1	184.255	765	21	16	1.996	1	0.0377476711659237	0.00550388328513218	25950039.4438502	51800587.97973	15.09	24.5	25950039.4438502	21532002.0155949	29218518.7791006	32616993.5650671	51800587.97973	52039554.8030418	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
A0A1P8B183	A0A1P8B183	Calcium-binding EF hand family protein OS=Arabidopsis thaliana OX=3702 GN=TCH3 PE=1 SV=1	32.2	66	5	5	3.854	1.95	0.0385034541144658	0.00562180150546032	1286910.29680557	4959425.68324725	105.57	6.39	3378027.69658946		490267.77184103	4466369.88625552	4959425.68324725	5032535.65000314	Peak Found	Not Found	Peak Found	High	High	Peak Found	High	High	High	High	High	High	Peak Found	Peak Found	Peak Found	High	High	High	11
Q6NKN2	Q6NKN2	Alpha/beta-Hydrolases superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At3g23540 PE=1 SV=1	28.256	72	8	8	2.311	1.21	0.0391357472228761	0.00572392914622588	8245015.18915456	19055453.4710176	3.68	27.06	8364574.44087167	7796941.91824192	8245015.18915456	11681929.0588384	19055453.4710176	20090878.8666288	High	High	High	Peak Found	Peak Found	High	High	High	High	High	Peak Found	High	High	High	High	Peak Found	High	High	14
P10798	ath:AT5G38410; P10798; Q9FF21	Ribulose bisphosphate carboxylase small subunit 3B, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=RBCS-3B PE=1 SV=2	23.734	89	6	2	5.29	2.4	0.0397897797775845	0.00583753623422334	595725.900831836	3151446.05867044	52.06	37.61	933700.585065088	595725.900831836	299447.265703825	4459349.01789496	2041745.97679385	3151446.05867044	High	High	Peak Found	High	Peak Found	Peak Found	High	High	Peak Found	Peak Found	High	Peak Found	Peak Found	Peak Found	Peak Found	High	Peak Found	Peak Found	7
Q9FFT9	ath:AT5G54910; Q9FFT9	DEAD-box ATP-dependent RNA helicase 32 OS=Arabidopsis thaliana OX=3702 GN=RH32 PE=2 SV=1	102.936	505	18	18	1.919	0.94	0.0404105853841917	0.00593874173457221	31827278.717452	61076762.585036	33.4	31.32	31827278.717452	42730468.0097015	21373277.834912	35723468.3570572	68745515.3743382	61076762.585036	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q8L6X7	ath:AT4G22290; Q8L6X7	At4g22290 OS=Arabidopsis thaliana OX=3702 GN=At4g22290 PE=1 SV=1	25.546	34	6	6	0.252	-1.99	0.0410946031721553	0.00605986279046067	3293867.08946247	830854.073414642	2.44	67.51	3429597.31014731	3283473.74789987	3293867.08946247	830854.073414642	725689.235477834	2264907.17900519	High	Peak Found	High	Peak Found	Peak Found	High	Peak Found	High	High	Peak Found	High	Peak Found	High	Peak Found	High	Peak Found	Peak Found	High	9
Q9SAF0	ath:AT1G13170; Q9SAF0	Oxysterol-binding protein-related protein 1D OS=Arabidopsis thaliana OX=3702 GN=ORP1D PE=2 SV=1	23.977	131	8	5	0.173	-2.53	0.0425025491556874	0.00628239273520736	1573077.25739291	272479.48890575	89.54	17.55	278383.71534173	3395934.94132801	1573077.25739291	240526.755795193		308676.977032683	High	High	Peak Found	Peak Found	High	Peak Found	High	High	High	Peak Found	High	High	High	High	High	High	High	High	14
Q9C4Z6	ath:AT1G48630; Q42130; Q8LAF2; Q9C4Z6	Receptor for activated C kinase 1B OS=Arabidopsis thaliana OX=3702 GN=RACK1B PE=1 SV=1	132.195	747	19	4	2.071	1.05	0.0428965133551572	0.00634277551990947	18129375.159967	37553929.2034706	49.11	11.81	18129375.159967	15755117.2106852	36908502.9614989	40177981.4553131	31756854.8303792	37553929.2034706	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
O22149	ath:AT2G45220; O22149; Q570I2; Q9ASU4	Probable pectinesterase/pectinesterase inhibitor 17 OS=Arabidopsis thaliana OX=3702 GN=PME17 PE=2 SV=2	146.609	683	13	12	1.777	0.83	0.0429348471872897	0.00635059566185614	101114768.619747	179716870.74618	27.61	37.28	136325654.423595	101114768.619747	78623326.0938561	179716870.74618	213049550.223938	95366668.1159533	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
F4I9E1	ath:AT1G31470; F4I9E1; Q9C862	Protein NUCLEAR FUSION DEFECTIVE 4 OS=Arabidopsis thaliana OX=3702 GN=NFD4 PE=3 SV=1	9.786	23	4	4	2.02	1.01	0.0430786694965415	0.00637402798625586	15681937.9659806	31678031.5442838	53.68	32.56	15681937.9659806	21065881.1783787	5979687.34288217	21624349.4269282	42392883.5583835	31678031.5442838	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	High	High	High	High	Peak Found	Peak Found	High	High	High	8
A0A1P8BG38	A0A1P8BG38	Glucose-6-phosphate isomerase OS=Arabidopsis thaliana OX=3702 GN=MJB21.12 PE=1 SV=1	43.726	190	11	11	1.925	0.94	0.043092738816087	0.00638042957559626	41611076.9370356	80096210.3238625	4.23	33.02	41611076.9370356	44593316.7061043	41359503.7770633	52192514.9589535	80096210.3238625	104209671.199829	High	High	High	High	High	Peak Found	High	High	High	High	High	High	High	High	Peak Found	High	High	High	16
Q683K3	Q683K3	Ribosomal protein S24/S35 OS=Arabidopsis thaliana OX=3702 GN=At4g21460 PE=1 SV=1	89.433	476	13	3	0.315	-1.67	0.0431417885802031	0.00639201679329759	7978175.53148744	2512865.85356208	40.47	66.84	3521306.21729562	7978175.53148744	8298318.48005283	6988926.67899115	2512865.85356208	2334594.24871175	High	High	High	High	High	Peak Found	Peak Found	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	High	Peak Found	High	High	10
Q9SH31	ath:AT1G63450; Q0WLQ7; Q9SH31	Xyloglucan-specific galacturonosyltransferase 1 OS=Arabidopsis thaliana OX=3702 GN=GT16 PE=2 SV=1	12.498	29	4	3	4.538	2.18	0.0444626554773029	0.0065921775801645	835586.288563615	3791927.07603264	74.35	15.89	1458260.83263757	214799.551283758	835586.288563615	3217456.25228215	3791927.07603264	4428625.34150422	High	Peak Found	Peak Found	Peak Found	Not Found	Peak Found	Peak Found	High	High	Not Found	High	High	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	6
Q9SLG3	ath:AT2G32270; O81125; Q9SLG3	Zinc transporter 3 OS=Arabidopsis thaliana OX=3702 GN=ZIP3 PE=2 SV=1	21.86	21	3	3	3.911	1.97	0.0450366951003082	0.00668180128800122	1087514.41495173	4253150.5689841	34.25	13.91	1288056.63404335	1087514.41495173	621239.532806228	4253150.5689841	4748067.7928903	3584839.81414013	Peak Found	High	Peak Found	Peak Found	Peak Found	Peak Found	High	Peak Found	Peak Found	High	High	Peak Found	Peak Found	Peak Found	High	High	Peak Found	Peak Found	6
Q0WLY0	ath:AT1G33680; Q0WLY0	KH domain-containing protein OS=Arabidopsis thaliana OX=3702 GN=At1g33680 PE=1 SV=1	42.244	168	8	8	2.598	1.38	0.0452709548686597	0.00672336420609687	4272855.40232931	11099470.7714973	20.71	45.85	4272855.40232931	5285080.71705197	3488251.38142024	4250320.55951365	11099470.7714973	11673324.9092656	High	High	High	High	High	Peak Found	High	High	High	High	High	High	High	High	High	High	High	High	17
Q9FXC0	A0A178W6V1; Q9FXC0	At1g56700 OS=Arabidopsis thaliana OX=3702 GN=At1g56700 PE=1 SV=1	14.823	17	5	5	0.316	-1.66	0.0462820793298674	0.00689440828872567	8624133.28738188	2723698.23408017	6.46	71.52	8624133.28738188	9475054.96966277	8391620.31389559	2193907.22889337	2723698.23408017	7611734.94842645	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	High	High	Peak Found	Peak Found	Peak Found	High	Peak Found	High	High	Peak Found	Peak Found	6
Q8L7W8	ath:AT4G34260; Q8L7W8; Q9SYZ1	Alpha-L-fucosidase 2 OS=Arabidopsis thaliana OX=3702 GN=FUC95A PE=1 SV=1	63.703	176	15	14	2.165	1.11	0.0469703937473486	0.00700636017202694	13323267.7971078	28847713.8818519	25.03	21.17	19644014.6194883	13323267.7971078	12776805.4525965	20207744.7870055	30790424.7077506	28847713.8818519	High	High	High	High	Peak Found	Peak Found	High	High	High	High	High	High	High	High	Peak Found	High	High	High	15
Q8LGH4	ath:AT5G46210; Q84LL5; Q8LGH4; Q8RWT9; Q9FGP0	Cullin-4 OS=Arabidopsis thaliana OX=3702 GN=CUL4 PE=1 SV=1	148.328	851	34	34	1.858	0.89	0.0486946383787192	0.00729284644757722	32212228.4155549	59858036.8048497	7.02	14.11	30432180.4670797	34965890.6486624	32212228.4155549	59858036.8048497	48523963.0048564	64257977.5323903	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
P35527	hsa:3857; O00109; P35527; Q0IJ47; Q14665	Keratin, type I cytoskeletal 9 (Contact-Cont) OS=Homo sapiens GN=KRT9 PE=1 SV=3	716.482	5601	45	44	1.509	0.59	0.0488231846702892	0.00731454558565958	2799929477.12518	4225094847.25496	22.63	17.95	3346598540.70459	2799929477.12518	2104538793.13432	3164176870.66227	4518215538.8877	4225094847.25496	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q9C801	ath:AT1G33520; Q9C801	Protein MOS2 OS=Arabidopsis thaliana OX=3702 GN=MOS2 PE=2 SV=1	36.178	142	11	11	2.589	1.37	0.04896344283801	0.00733954615259647	6143189.40467244	15905409.2398321	43.38	30.17	11765875.5575387	6143189.40467244	5629929.73302859	12351094.1555508	15905409.2398321	22396573.8915913	High	High	High	High	High	High	High	High	High	High	Peak Found	High	High	High	High	High	High	High	17
P04264	B2RA01; hsa:3848; P04264; P85925; P86104; Q14720; Q6GSJ0; Q9H298	Keratin, type II cytoskeletal 1 (Contact-Cont) OS=Homo sapiens GN=KRT1 PE=1 SV=6	685.665	7359	57	53	1.507	0.59	0.0499028253315086	0.00748880051338463	6279815486.09873	9462934292.80171	23.19	29.51	7139340801.25023	6279815486.09873	4437257897.91058	6639609119.04252	12210062604.3304	9462934292.80171	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
