Accession	Gene ID	Description	Sum PEP Score	# PSMs	# Peptides	# Unique Peptides	Abundance Ratio: (rbohF C) / (WT C)	Abundance Ratio (log2): (rbohF C) / (WT C)	Abundance Ratio Adj. P-Value: (rbohF C) / (WT C)	Abundance Ratio P-Value: (rbohF C) / (WT C)	Abundances (Grouped): rbohF C	Abundances (Grouped): WT C	Abundances (Grouped) CV [%]: rbohF C	Abundances (Grouped) CV [%]: WT C	Abundances (Normalized): F7: Sample, rbohF C	Abundances (Normalized): F8: Sample, rbohF C	Abundances (Normalized): F9: Sample, rbohF C	Abundances (Normalized): F13: Sample, WT C	Abundances (Normalized): F14: Sample, WT C	Abundances (Normalized): F15: Sample, WT C	Found in Sample: [S1] F1: Sample, rbohC C	Found in Sample: [S2] F2: Sample, rbohC C	Found in Sample: [S3] F3: Sample, rbohC C	Found in Sample: [S4] F4: Sample, rbohC Cd	Found in Sample: [S5] F5: Sample, rbohC Cd	Found in Sample: [S6] F6: Sample, rbohC Cd	Found in Sample: [S7] F7: Sample, rbohF C	Found in Sample: [S8] F8: Sample, rbohF C	Found in Sample: [S9] F9: Sample, rbohF C	Found in Sample: [S10] F10: Sample, rbohF Cd	Found in Sample: [S11] F11: Sample, rbohF Cd	Found in Sample: [S12] F12: Sample, rbohF Cd	Found in Sample: [S13] F13: Sample, WT C	Found in Sample: [S14] F14: Sample, WT C	Found in Sample: [S15] F15: Sample, WT C	Found in Sample: [S16] F16: Sample, WT Cd	Found in Sample: [S17] F17: Sample, WT Cd	Found in Sample: [S18] F18: Sample, WT Cd	COUNTIF
Q94AM1	ath:AT5G65620; Q94AM1; Q9LSL3	Organellar oligopeptidase A, chloroplastic/mitochondrial OS=Arabidopsis thaliana OX=3702 GN=OOP PE=1 SV=1	120.053	614	25	13	2.522	1.33	0.0038989329219953	0.000517973238687075	82360772.8572312	32652163.6045668	10.67	18	87551036.5567621	70825398.8396259	82360772.8572312	32652163.6045668	33916351.7272553	23942107.5993017	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
O04308	ath:AT3G16480; B9DHQ2; O04308; Q94C54	Probable mitochondrial-processing peptidase subunit alpha-2, chloroplastic/mitochondrial OS=Arabidopsis thaliana OX=3702 GN=MPPalpha2 PE=1 SV=1	172.639	1074	16	7	2.614	1.39	0.00393490203357259	0.000522948480261798	72789527.7650646	27845343.8567114	12.14	60.95	64733890.0746036	72789527.7650646	82517013.0091377	27845343.8567114	26504705.8051268	71420279.5418022	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q9C9Z9	ath:AT3G08550; Q9C9Z9	Glycosyltransferase-like KOBITO 1 OS=Arabidopsis thaliana OX=3702 GN=ELD1 PE=1 SV=1	79.33	464	13	12	0.37	-1.43	0.00395110783085069	0.000525299786111599	23832140.1035462	64354945.2108625	19.96	30.05	19321470.286319	23832140.1035462	28903013.636552	82982942.0316259	64354945.2108625	44549649.5500212	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q9LUR4	ath:AT3G16690; Q9LUR4	Bidirectional sugar transporter SWEET16 OS=Arabidopsis thaliana OX=3702 GN=SWEET16 PE=1 SV=1	7.074	49	2	2	6.658	2.74	0.00399195645592719	0.000531329404283909	5349969.52480551	803535.142874067	40.53	36.05	3809568.64233564	5349969.52480551	8487720.41193201	678519.956657924	1312523.82478689	803535.142874067	Peak Found	High	Peak Found	High	High	High	High	High	High	High	Peak Found	High	Peak Found	Peak Found	High	High	High	High	13
Q9FJB4	ath:AT5G35460; Q9FJB4	Glycerophosphocholine acyltransferase 1 OS=Arabidopsis thaliana OX=3702 GN=GPC1 PE=1 SV=1	29.165	93	4	4	0.325	-1.62	0.00399457434915634	0.000531877574590167	7525072.76255793	23172635.9065156	7.24	48.38	8225694.77312374	7525072.76255793	7136225.54905009	25866091.0402913	23172635.9065156	8592454.60389407	High	High	High	High	High	High	High	High	High	High	High	High	High	Peak Found	High	High	High	High	17
Q9SRM4	ath:AT3G11200; Q9SRM4	PHD finger protein ALFIN-LIKE 2 OS=Arabidopsis thaliana OX=3702 GN=AL2 PE=1 SV=1	35.943	127	5	4	2.889	1.53	0.00401193694380245	0.000534390000914486	60770825.7663653	21034591.6687682	18.95	28.66	76937938.8405826	60770825.7663653	53329531.779079	21034591.6687682	27585244.3559768	15368837.4142318	High	High	High	High	High	High	High	High	High	High	High	High	Peak Found	High	High	High	High	High	17
Q9FFW8	ath:AT5G38530; Q9FFW8	Tryptophan synthase beta chain OS=Arabidopsis thaliana OX=3702 GN=TSBtype2 PE=1 SV=1	31.582	65	8	8	4.386	2.13	0.00412725841777244	0.000550782635851732	12351481.0566401	2816429.56309042	25.5	20.36	10133009.3601897	12351481.0566401	16678229.2349454	2626780.13012825	3794850.00817108	2816429.56309042	High	Peak Found	High	Peak Found	High	Peak Found	High	High	High	High	High	High	High	High	Peak Found	Peak Found	High	High	13
Q9XIB3	ath:AT1G49470; Q9XIB3	At1g49470 OS=Arabidopsis thaliana OX=3702 GN=At1g49470 PE=1 SV=1	9.717	76	2	2	6.775	2.76	0.00417261570773195	0.000557044196982215	4372801.84631238	645437.232044639	17.28	26.83	4401583.78999765	4372801.84631238	3193457.60676678	645437.232044639	397817.808625206	680796.860137958	High	High	High	High	Peak Found	Peak Found	High	Peak Found	High	High	High	High	High	High	High	High	High	High	15
Q9LZ26	ath:AT5G04710; Q9LZ26	Aspartyl aminopeptidase OS=Arabidopsis thaliana OX=3702 GN=T1E3_70 PE=1 SV=1	15.704	29	3	3	5.955	2.57	0.00424778729493133	0.000568141550697066	5466384.55806196	917908.990943916	6.59	50.34	5267069.8753126	5466384.55806196	5978687.8740167	689801.621178441	1763553.50385126	917908.990943916	Peak Found	Peak Found	Peak Found	Peak Found	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	High	High	High	Peak Found	High	6
P93655	O04954; P93655; Q8RWX1	Lon protease homolog 1, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=LON1 PE=1 SV=2	45.202	126	15	14	0.337	-1.57	0.00429675623321537	0.000575120821815878	7499003.23592063	22241705.4537878	24.63	10.65	7453923.21814731	7499003.23592063	11193742.8582816	23152485.6244224	22241705.4537878	18826882.6014989	Peak Found	Peak Found	High	Peak Found	High	Peak Found	High	High	High	High	High	Peak Found	High	High	High	High	High	Peak Found	12
F4HY56	ath:AT1G28420; F4HY56; Q9SGP0	Homeobox-DDT domain protein RLT1 OS=Arabidopsis thaliana OX=3702 GN=RLT1 PE=1 SV=1	58.671	97	13	13	4.169	2.06	0.00429945312569893	0.000575696773531087	12448054.6287417	2985926.05392899	33.66	19.02	11775403.4202772	20850566.5168079	12448054.6287417	2481257.23805286	3632216.32846828	2985926.05392899	High	High	Peak Found	High	High	High	Peak Found	Peak Found	Peak Found	High	Peak Found	Peak Found	High	High	High	High	High	Peak Found	11
Q8LEZ4	ath:AT1G19520; Q8LEZ4; Q9LN43	Protein NUCLEAR FUSION DEFECTIVE 5, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=NFD5 PE=2 SV=1	143.414	874	17	17	2.305	1.2	0.00449717001709127	0.000602620782290231	188648832.19484	81848348.8580563	9.19	10.79	175937002.951438	210775056.249965	188648832.19484	88573084.9651614	71327615.889887	81848348.8580563	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q94K73	ath:AT3G58140; Q94K73; Q9M2K2	Phenylalanine--tRNA ligase, chloroplastic/mitochondrial OS=Arabidopsis thaliana OX=3702 GN=At3g58140 PE=1 SV=1	8.743	29	4	4	0.215	-2.22	0.00465831570970247	0.000624447220885616	1613531.43187726	7521403.79302183	63.08	42.44	1613531.43187726	3566785.84591465	1068094.47269067	10861977.8608706	7521403.79302183	4413480.17440743	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	High	High	High	High	Peak Found	Peak Found	High	High	High	Peak Found	Peak Found	8
Q9SQG2	ath:AT3G04080; Q9SQG2	Apyrase 1 OS=Arabidopsis thaliana OX=3702 GN=APY1 PE=1 SV=1	101.498	507	12	10	2.84	1.51	0.00476275099156093	0.000639875595716211	49030468.6263146	17261234.8396296	14.03	27.07	38677938.8735638	50561528.1657729	49030468.6263146	17261234.8396296	14977441.4009036	24815828.8372428	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q8RX67	ath:AT1G72130; Q3E7P6; Q8GYF0; Q8RX67; Q9C7H6; Q9C7U2	Protein NRT1/ PTR FAMILY 5.11 OS=Arabidopsis thaliana OX=3702 GN=NPF5.11 PE=2 SV=1	8.739	23	4	4	6.619	2.73	0.00490094909011286	0.000659422700074686	4059998.04995521	613403.355434717	35.97	46.64	3949776.54608634	7152050.99832346	4059998.04995521		435471.633382418	864037.167096361	High	High	High	Peak Found	High	High	High	Peak Found	Peak Found	Peak Found	High	Peak Found	Not Found	Peak Found	High	Peak Found	Peak Found	High	9
Q9S9N4	ath:AT1G16010; Q9S9N4	Magnesium transporter MRS2-1 OS=Arabidopsis thaliana OX=3702 GN=MRS2-1 PE=2 SV=1	15.288	68	4	3	6.002	2.59	0.00508028714447181	0.000685330735789247	9259961.19588473	1542770.76268806	25.15	38.74	6277946.72487585	10538571.7742215	9259961.19588473	2234819.79359398	1542770.76268806	1003184.04552161	High	High	High	High	High	High	High	High	Peak Found	High	High	High	High	High	High	High	High	High	17
F4K5T4	ath:AT5G28040; F4K5T4; Q8GXW7	Probable transcription factor At5g28040 OS=Arabidopsis thaliana OX=3702 GN=At5g28040 PE=1 SV=1	73.012	270	11	6	0.211	-2.25	0.00518333289452365	0.000700009107405419	949692.878755382	4505577.34037616	47.9	63.24	949692.878755382	749513.038067788	1802219.27599401	4505577.34037616	2699599.83521672	9497360.25634711	High	High	Peak Found	High	High	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	High	High	High	Peak Found	Peak Found	9
Q8GWW8	ath:AT5G48030; Q8GWW8; Q8L8A1; Q8LEU4; Q9FI35	Chaperone protein dnaJ GFA2, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=GFA2 PE=2 SV=1	56.484	292	10	10	0.422	-1.25	0.00520267270794965	0.000702881082843998	17435651.1980703	41339073.9193461	11.14	8.88	17606969.2066934	17435651.1980703	14349222.3646374	43267131.3567315	36330397.7345847	41339073.9193461	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q9LVD6	ath:AT5G57220; Q9LVD6	Cytochrome P450 81F2 OS=Arabidopsis thaliana OX=3702 GN=CYP81F2 PE=2 SV=1	89.808	229	14	14	0.329	-1.6	0.00521659277209496	0.000705022513148634	4710860.82451346	14323722.5878379	41.51	50.9	4534636.20430979	8990205.93559665	4710860.82451346	14323722.5878379	11401410.8089005	28637317.3589747	Peak Found	Peak Found	High	High	High	Peak Found	Peak Found	Peak Found	Peak Found	High	High	High	Peak Found	Peak Found	High	High	High	High	10
O23238	ath:AT4G36420; O23238	At4g36420/C7A10_940 OS=Arabidopsis thaliana OX=3702 GN=C7A10.940 PE=1 SV=2	32.298	67	4	4	3.663	1.87	0.00534675118945721	0.000722880760814615	20599315.1683006	5622926.1506565	12.4	23.93	21979219.2255238	17181136.6648858	20599315.1683006	4202620.50639394	6863623.78515949	5622926.1506565	High	High	High	High	High	High	High	High	High	Peak Found	High	High	High	High	High	Peak Found	Peak Found	High	15
Q29Q26	ath:AT2G17390; Q29Q26	Ankyrin repeat domain-containing protein 2B OS=Arabidopsis thaliana OX=3702 GN=AKR2B PE=1 SV=1	39.162	133	8	7	0.34	-1.56	0.005715957433065	0.000773369040693694	7206958.84431753	21210969.7310678	53.36	17.97	7206958.84431753	4150123.66769408	12553136.9727829	27965407.6733358	20363091.4062174	21210969.7310678	High	High	High	High	High	High	High	High	High	High	High	High	Peak Found	High	Peak Found	High	High	High	16
P0CB23	ath:AT4G38062; F4JSX4; P0CB23; Q7XHI6; Q9SZK7	Uncharacterized protein At4g38062 OS=Arabidopsis thaliana OX=3702 GN=At4g38062 PE=4 SV=1	6.507	11	4	4	0.314	-1.67	0.00585929533493956	0.000793641553117563	6427092.45949413	20461610.8434299	76.65	10.87	5622140.05835193	20343598.2122563	6427092.45949413	22034147.0045329	17724089.7469231	20461610.8434299	Peak Found	High	High	Peak Found	Peak Found	High	High	Peak Found	Peak Found	Peak Found	High	Peak Found	Peak Found	Peak Found	High	Peak Found	High	High	8
F4IUJ7	ath:AT2G26410; F4IUJ7	Protein IQ-DOMAIN 4 OS=Arabidopsis thaliana OX=3702 GN=IQD4 PE=1 SV=1	17.2	36	4	4	8.386	3.07	0.00593297509956851	0.000804808072256469	3514644.49262373	419120.284156227	21.21	78.23	4657052.26131459	3514644.49262373	3120126.34236572	419120.284156227	103450.335247842	784476.575394805	Peak Found	Not Found	Not Found	High	Peak Found	Peak Found	High	Peak Found	High	High	Peak Found	High	Peak Found	Peak Found	High	High	High	High	9
F4KGW0	F4KGW0	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase OS=Arabidopsis thaliana OX=3702 GN=PAS2 PE=1 SV=1	24.557	216	6	6	2.43	1.28	0.00604276316484465	0.000820775789395434	78426144.6965793	32279021.3921727	19.59	2.85	78426144.6965793	63441729.0260771	94285587.5188325	32921812.4817	31113844.9227765	32279021.3921727	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q9SKE2	ath:AT2G46370; C0Z3D1; Q42147; Q56YY1; Q949V9; Q9LKI2; Q9SKE2	Jasmonoyl--L-amino acid synthetase JAR1 OS=Arabidopsis thaliana OX=3702 GN=JAR1 PE=1 SV=2	17.28	67	6	6	0.207	-2.27	0.00609524229767224	0.000828648190368542	1017904.44882961	4915740.3149236	39.03	63.36	552001.846039392	1286515.30804709	1017904.44882961	1019629.68545541	4915740.3149236	5339020.05830118	High	High	High	High	High	High	High	High	High	Peak Found	High	High	High	High	High	High	High	High	17
Q9ZW09	ath:AT2G29220; Q9ZW09	Probable inactive L-type lectin-domain containing receptor kinase III.1 OS=Arabidopsis thaliana OX=3702 GN=LECRK31 PE=3 SV=1	125.823	331	16	16	0.39	-1.36	0.00659005309477005	0.000898553739471897	19456777.0752247	49915281.877168	19.55	52.74	24939127.9541283	19456777.0752247	17128694.7579421	63535057.8494697	18363364.1217301	49915281.877168	Peak Found	High	Peak Found	High	High	Peak Found	Peak Found	High	High	High	High	Peak Found	High	Peak Found	High	High	Peak Found	High	11
Q9LZF1	ath:AT5G03380; Q9LZF1	Heavy metal-associated isoprenylated plant protein 6 OS=Arabidopsis thaliana OX=3702 GN=HIPP06 PE=1 SV=1	36.932	168	5	5	3.176	1.67	0.0066746622551707	0.000910757664718043	23359223.6134142	7354853.738944	14.69	49.74	24917545.3458045	18626455.4580882	23359223.6134142	2631643.23802854	8275791.20566195	7354853.738944	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q2V3L3	ath:AT4G06634; Q27GJ7; Q2V3L3; Q8W3M5	Zinc finger transcription factor YY1 OS=Arabidopsis thaliana OX=3702 GN=YY1 PE=1 SV=1	12.147	80	4	4	0.121	-3.05	0.00699867280866121	0.000955668772022689	391913.875058367	3248843.85818302	77.14	2.39	390606.95127535	1333808.97602532	391913.875058367	3195993.80337566	3349375.76808699	3248843.85818302	High	Peak Found	High	High	High	High	High	High	High	High	Peak Found	High	Peak Found	High	High	High	High	High	15
Q5XEN3	ath:AT1G08220; Q5XEN3	ATPase complex subunit OS=Arabidopsis thaliana OX=3702 GN=At1g08220 PE=1 SV=1	65.009	460	10	10	0.344	-1.54	0.00703134480509559	0.000960833267616312	7966108.65311647	23135999.5828857	36.45	23.65	7966108.65311647	7597878.69456995	13993739.4991979	24336997.6634492	23135999.5828857	15236702.7403084	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
F4HSX1	F4HSX1	Adenine phosphoribosyltransferase OS=Arabidopsis thaliana OX=3702 GN=APT1 PE=1 SV=1	57.602	337	7	6	0.389	-1.36	0.00718462696884168	0.000983934663382868	19868600.3642042	51068091.750346	16.95	14.69	19868600.3642042	17963876.9912295	24820958.0045303	42074900.7796493	51068091.750346	56600896.4098986	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
F4I576	F4I576	Monodehydroascorbate reductase 6 OS=Arabidopsis thaliana OX=3702 GN=MDAR6 PE=1 SV=1	152.55	738	19	19	2.258	1.17	0.00732917784291638	0.00100483028226384	132133986.473167	58522224.2427672	22.18	25.87	132133986.473167	94170526.168841	148028454.90413	52331830.1008788	84034992.1807121	58522224.2427672	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q9SZE4	ath:AT4G29160; Q3E9U7; Q8L9C3; Q9SZE4	Vacuolar protein sorting-associated protein 32 homolog 2 OS=Arabidopsis thaliana OX=3702 GN=VPS32.2 PE=1 SV=1	49.943	190	6	2	0.155	-2.69	0.00734909752104035	0.00100829617988674	369541.948925152	2377696.83983112	43.8	22.24	369541.948925152	657211.394304414	291781.048056792	2377696.83983112	2076833.32005375	3171311.44947558	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	High	High	High	High	High	7
Q38950	ath:AT3G25800; Q38950; Q9LRZ9	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform OS=Arabidopsis thaliana OX=3702 GN=PP2AA2 PE=1 SV=2	229.854	1046	24	13	2.281	1.19	0.00747871875275959	0.00102757595662917	198585546.630041	87046067.2548299	5.45	17.46	201460249.416779	181867339.477728	198585546.630041	63999169.0518813	89259127.8270739	87046067.2548299	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q8W458	Q8W458	PLAC8 family protein OS=Arabidopsis thaliana OX=3702 GN=F16G20.170:F16G20.180 PE=1 SV=1	15.224	86	2	2	3.129	1.65	0.0074809521880132	0.00102863092585181	22810344.2582868	7289431.26572105	22.09	78.4	22810344.2582868	16088043.3174103	25184180.6180057	6357908.45136373	7289431.26572105	23715459.7506843	Peak Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	17
Q9SGH2	ath:AT3G01460; Q9SGH2; Q9SSA6	Methyl-CpG-binding domain-containing protein 9 OS=Arabidopsis thaliana OX=3702 GN=MBD9 PE=2 SV=1	43.28	88	12	12	0.202	-2.31	0.00752774740861117	0.0010358180434249	801821.434662714	3968018.99021869	88.47	9.58	801821.434662714	3146667.10766507	722081.976815723	3784664.02113687	3968018.99021869	4537135.80054234	High	High	Peak Found	High	Peak Found	High	High	High	Peak Found	Peak Found	Peak Found	Peak Found	High	High	High	High	High	Peak Found	11
Q9FYG2	ath:AT1G67310; Q9FYG2	Calmodulin-binding transcription activator 4 OS=Arabidopsis thaliana OX=3702 GN=CAMTA4 PE=1 SV=1	58.255	198	12	12	0.394	-1.34	0.00762925303786057	0.0010505481433134	24806911.4044358	63004483.6958996	23.56	25.35	24806911.4044358	22401433.5588243	34527377.0729562	55467335.1336067	63004483.6958996	88867087.6249424	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q9FG91	ath:AT5G43730; Q0WKV2; Q9FG91	Probable disease resistance protein At5g43730 OS=Arabidopsis thaliana OX=3702 GN=At5g43730 PE=2 SV=1	31.273	73	11	6	3.558	1.83	0.00806001851747444	0.00111308855726322	17178853.6970736	4828718.04194766	54.79	25.05	5071408.02503578	17178853.6970736	18764247.8130588	3444924.787948	4828718.04194766	5777638.05426005	High	High	Peak Found	High	Peak Found	Peak Found	High	High	Peak Found	High	High	Peak Found	Peak Found	High	High	High	Peak Found	Peak Found	10
C0Z274	ath:AT1G80910; B9DGZ2; C0Z274; Q9SAG9	Vacuolar fusion protein CCZ1 homolog B OS=Arabidopsis thaliana OX=3702 GN=CCZ1B PE=1 SV=1	41.286	183	10	7	2.096	1.07	0.00832669530873635	0.00115074929166736	666260737.507422	317886701.769951	3.8	17.9	702650979.276967	653217030.523819	666260737.507422	375290516.815457	317886701.769951	261362915.976256	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q947D2	ath:AT1G76950; O49281; Q56WW7; Q8W111; Q947D2	PH, RCC1 and FYVE domains-containing protein 1 OS=Arabidopsis thaliana OX=3702 GN=PRAF1 PE=1 SV=1	18.809	39	8	7	0.263	-1.93	0.00847273416027173	0.00117135549765757	2644181.67892927	10066531.3676044	36.88	49.97	4707659.72151815	2555020.40997141	2644181.67892927	3447070.57672823	10797994.5358705	10066531.3676044	Peak Found	High	High	High	High	High	High	Peak Found	Peak Found	Peak Found	Peak Found	High	High	Peak Found	Peak Found	High	Peak Found	Peak Found	9
Q9SY09	ath:AT4G02840; F4JHV8; Q9SY09	Small nuclear ribonucleoprotein SmD1b OS=Arabidopsis thaliana OX=3702 GN=SMD1B PE=3 SV=1	78.624	311	5	3	0.469	-1.09	0.00908053943523811	0.001258562765724	53157318.4161439	113425660.754025	31.01	19.05	53157318.4161439	80821671.4505202	45554434.7858363	83062272.6582844	113425660.754025	121258624.434709	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q9SA72	ath:AT1G30570; Q9SA72	Probable receptor-like protein kinase At1g30570 OS=Arabidopsis thaliana OX=3702 GN=At1g30570 PE=3 SV=1	50.571	215	13	12	2.749	1.46	0.0091575850404883	0.00127061492436775	30366030.1593201	11047820.136234	17.79	12.93	22937896.2845372	30366030.1593201	32704594.0722683	11378206.9370904	8892536.25327472	11047820.136234	High	High	High	High	High	Peak Found	High	High	High	Peak Found	High	High	High	High	High	High	High	High	16
Q94K76	ath:AT5G18470; Q94K76	Curculin-like (Mannose-binding) lectin family protein OS=Arabidopsis thaliana OX=3702 GN=At5g18470 PE=1 SV=1	32.74	84	8	8	0.175	-2.52	0.00958328272311009	0.00133111797023999	343852.24063329	1969903.12197924	52.21	11.31	516681.4270352	343852.24063329	161109.075821609	1927306.92633874	2355080.88018359	1969903.12197924	Peak Found	High	Peak Found	High	Peak Found	High	High	Peak Found	Peak Found	High	High	High	High	Peak Found	Peak Found	High	High	High	11
P49040	ath:AT5G20830; B9DFM1; P49040; Q56WF2	Sucrose synthase 1 OS=Arabidopsis thaliana OX=3702 GN=SUS1 PE=1 SV=3	297.018	1169	41	34	0.467	-1.1	0.00959805369066096	0.00133364956031734	51861742.5161683	111168460.150295	36.18	101.66	35611593.5827111	51861742.5161683	74506746.3603424	375407905.502305	111168460.150295	37625420.9067419	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q9LE86	A0A178VF14; A0MEV7; ath:AT3G12900; Q9LE86	Scopoletin 8-hydroxylase OS=Arabidopsis thaliana OX=3702 GN=S8H PE=1 SV=1	35.527	60	7	7	9.84	3.3	0.0096684283484952	0.00134487838327568	2626658.29644966	266947.214763962	93.72	16.96	2626658.29644966	2032629.64929946	10535684.1863082	259843.821367309	348916.738567089	266947.214763962	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	High	High	High	High	Peak Found	Peak Found	Peak Found	Not Found	High	Peak Found	6
Q43729	ath:AT5G17820; Q43729; Q84WN8	Peroxidase 57 OS=Arabidopsis thaliana OX=3702 GN=PER57 PE=1 SV=1	184.278	1048	16	16	0.436	-1.2	0.00969075352287239	0.00134895289038384	439697995.125553	1007549913.23482	5.53	31.33	406635315.336339	439697995.125553	453233009.118479	1065022036.08513	1007549913.23482	562348059.331806	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
Q94F20	ath:AT5G25460; Q94F20	At5g25460 OS=Arabidopsis thaliana OX=3702 GN=DGR2 PE=1 SV=1	166.845	854	18	11	2.126	1.09	0.0103308104727901	0.00143908189885966	340559315.529271	160166339.392799	53.59	34.59	341627742.42935	340559315.529271	99291624.5078888	147558975.727082	160166339.392799	268403804.978859	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	18
P49572	ath:AT2G04400; P49572; Q1EBW5; Q8GYM9; Q8LBV5; Q9SJC9	Indole-3-glycerol phosphate synthase, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=IGPS PE=1 SV=2	11.598	21	6	6	0.236	-2.09	0.0103475807613092	0.00144193537908843	1675925.77548417	7114558.73909344	68.55	68.39	859021.519262092	1675925.77548417	3583066.03333254	1790092.28687359	7114558.73909344	10639696.8255751	Peak Found	Peak Found	Peak Found	Peak Found	High	Peak Found	Peak Found	Peak Found	High	High	Peak Found	Peak Found	High	High	Peak Found	High	Peak Found	Peak Found	6
