Accession	Description	MW [kDa]	calc. pI
Q8RXV4	Putative serine esterase family protein OS=Arabidopsis thaliana OX=3702 GN=At1g09980 PE=1 SV=1	92	8.81
Q9C6L5	3-ketoacyl-CoA synthase 5 OS=Arabidopsis thaliana OX=3702 GN=KCS5 PE=2 SV=1	55.6	8.78
P94014	Germin-like protein subfamily 2 member 1 OS=Arabidopsis thaliana OX=3702 GN=GLP4 PE=2 SV=2	22.9	8.44
Q2HIG7	Vesicle transport protein OS=Arabidopsis thaliana OX=3702 GN=At4g26550 PE=1 SV=1	24.1	8.29
O48671	Protein RER1B OS=Arabidopsis thaliana OX=3702 GN=RER1B PE=1 SV=2	22.4	9.38
Q7XJ64	Defective in cullin neddylation protein OS=Arabidopsis thaliana OX=3702 GN=At1g15860 PE=1 SV=1	26.6	5.76
Q8GYW9	Probable methyltransferase PMT4 OS=Arabidopsis thaliana OX=3702 GN=At1g13860 PE=2 SV=2	68	6.79
B3H4C4	WAS/WASL-interacting family protein OS=Arabidopsis thaliana OX=3702 GN=At1g55160 PE=1 SV=1	15.4	9.7
Q9LIE1	HAT transposon superfamily OS=Arabidopsis thaliana OX=3702 GN=At3g22220 PE=1 SV=1	86.3	5.67
Q94K85	Cathepsin B-like protease 3 OS=Arabidopsis thaliana OX=3702 GN=CATHB3 PE=1 SV=1	39.4	6.18
Q9SMR5	At4g39880 OS=Arabidopsis thaliana OX=3702 GN=At4g39880 PE=1 SV=1	19.8	10.17
Q94AT1	Probable protein phosphatase 2C 76 OS=Arabidopsis thaliana OX=3702 GN=At5g53140 PE=2 SV=1	45.8	5.1
Q9C562	CBL-interacting serine/threonine-protein kinase 10 OS=Arabidopsis thaliana OX=3702 GN=CIPK10 PE=1 SV=1	54.6	7.18
Q29Q26	Ankyrin repeat domain-containing protein 2B OS=Arabidopsis thaliana OX=3702 GN=AKR2B PE=1 SV=1	36.9	4.48
Q9ZWG1	Mitochondrial uncoupling protein 2 OS=Arabidopsis thaliana OX=3702 GN=PUMP2 PE=2 SV=1	33.4	8.87
Q9FIJ2	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2 OS=Arabidopsis thaliana OX=3702 GN=At5g47890 PE=1 SV=1	10.8	9.44
Q9M8X9	40S ribosomal protein S16-2 OS=Arabidopsis thaliana OX=3702 GN=RPS16B PE=1 SV=1	16.6	10.18
Q944L7	Shewanella-like protein phosphatase 2 OS=Arabidopsis thaliana OX=3702 GN=SLP2 PE=1 SV=1	43.3	7.4
A0A1P8ARG8	DDT domain superfamily OS=Arabidopsis thaliana OX=3702 GN=At1g18950 PE=1 SV=1	86.9	5.03
Q9ZSI1	Putative expansin-A17 OS=Arabidopsis thaliana OX=3702 GN=EXPA17 PE=2 SV=1	27.7	9.5
F4K8L2	Alpha/beta-Hydrolases superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At5g37710 PE=1 SV=2	49.7	7.09
Q8RXZ8	RAB6-interacting golgin OS=Arabidopsis thaliana OX=3702 GN=ACIP1 PE=1 SV=1	20.6	8.27
Q8RY09	AT3g08780/F17O14_25 OS=Arabidopsis thaliana OX=3702 GN=At3g08780 PE=1 SV=1	34.5	7.5
Q8L7M0	UDP-glycosyltransferase TURAN OS=Arabidopsis thaliana OX=3702 GN=TUN PE=2 SV=1	52.3	7.33
F4JW69	Phenylalanine ammonia-lyase OS=Arabidopsis thaliana OX=3702 GN=PAL3 PE=1 SV=1	76.6	6.51
Q39216	DNA-directed RNA polymerases I and III subunit RPAC1 OS=Arabidopsis thaliana OX=3702 GN=F8A5.14 PE=1 SV=1	43.3	6
Q9C5M8	Probable pectate lyase 18 OS=Arabidopsis thaliana OX=3702 GN=At4g24780 PE=2 SV=2	45	8.16
Q9FGZ3	SIN-like family protein OS=Arabidopsis thaliana OX=3702 GN=At5g49530 PE=1 SV=1	77.7	6.06
Q8LD39	At5g09770 OS=Arabidopsis thaliana OX=3702 GN=At5g09770 PE=1 SV=1	18.4	10.59
Q9LIF6	Dynein beta chain, ciliary protein OS=Arabidopsis thaliana OX=3702 GN=At3g21400 PE=1 SV=1	21.1	9.39
Q8LPF8	O-fucosyltransferase 29 OS=Arabidopsis thaliana OX=3702 GN=OFUT29 PE=2 SV=1	63.5	8.92
F4JTE7	(DL)-glycerol-3-phosphatase 1, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=GPP1 PE=1 SV=1	33.1	8.05
Q42529	Tryptophan synthase alpha chain, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=TSA1 PE=1 SV=1	33.2	7.28
Q9S745	Lipase-like PAD4 OS=Arabidopsis thaliana OX=3702 GN=PAD4 PE=1 SV=1	60.9	6.42
Q6NLR2	At1g64650 OS=Arabidopsis thaliana OX=3702 GN=At1g64650 PE=1 SV=1	50.6	6.67
P93014	30S ribosomal protein S5, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=rps5 PE=2 SV=1	32.6	8.97
Q9C915	Alpha/beta-Hydrolases superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At1g74300 PE=1 SV=1	38.7	7.66
F4K9C8	DNAJ heat shock family protein OS=Arabidopsis thaliana OX=3702 GN=At5g01390 PE=1 SV=1	26.3	9.29
Q38935	Peptidyl-prolyl cis-trans isomerase FKBP15-1 OS=Arabidopsis thaliana OX=3702 GN=FKBP15-1 PE=2 SV=2	16.3	8.37
Q67ZW2	At4g11160 OS=Arabidopsis thaliana OX=3702 GN=At4g11160 PE=1 SV=1	80.2	7.17
Q9M6N7	Ammonium transporter 2 OS=Arabidopsis thaliana OX=3702 GN=AMT2 PE=1 SV=2	50.7	7.55
F4I9R1	Basic-leucine zipper (BZIP) transcription factor family protein OS=Arabidopsis thaliana OX=3702 GN=At1g58110 PE=1 SV=1	42.1	9.32
Q38956	Protein DETOXIFICATION 29 OS=Arabidopsis thaliana OX=3702 GN=DTX29 PE=1 SV=1	54.3	5.92
F4HZI6	Protein-protein interaction regulator family protein OS=Arabidopsis thaliana OX=3702 GN=At1g15200 PE=1 SV=1	49.4	5.74
A0A1P8AT14	ATP-dependent DNA helicase 2 subunit KU80 OS=Arabidopsis thaliana OX=3702 GN=KU80 PE=1 SV=1	71.7	5.54
O81047	DNA-binding protein OS=Arabidopsis thaliana OX=3702 GN=At2g03270 PE=1 SV=2	70.8	8.05
A0A1I9LSZ8	RPM1-interacting protein 4 (RIN4) family protein OS=Arabidopsis thaliana OX=3702 GN=At3g07195 PE=1 SV=1	25.4	9.91
P48485	Serine/threonine-protein phosphatase PP1 isozyme 5 OS=Arabidopsis thaliana OX=3702 GN=TOPP5 PE=1 SV=1	35.5	5.26
Q9LSM3	Tetratricopeptide repeat (TPR)-like superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At5g65520 PE=1 SV=1	22.8	10.14
Q9M2L3	AT3G57340 protein OS=Arabidopsis thaliana OX=3702 GN=F28O9.190 PE=1 SV=1	41.3	8.75
Q945Q1	Cysteine proteinase inhibitor 1 OS=Arabidopsis thaliana OX=3702 GN=CYS1 PE=1 SV=2	11.2	5.22
Q9FGS7	At5g50180 OS=Arabidopsis thaliana OX=3702 GN=At5g50180 PE=1 SV=1	38.9	7.96
Q8RWN3	Non-specific serine/threonine protein kinase OS=Arabidopsis thaliana OX=3702 GN=At3g25840 PE=1 SV=1	107.9	7.36
Q1PFH8	Calcium-dependent protein kinase 19 OS=Arabidopsis thaliana OX=3702 GN=CPK19 PE=2 SV=1	62.9	7.03
Q9AV97	2-dehydro-3-deoxyphosphooctonate aldolase 1 OS=Arabidopsis thaliana OX=3702 GN=KDSA1 PE=1 SV=2	31.6	6.79
Q0WPH8	Serine/threonine-protein kinase Nek5 OS=Arabidopsis thaliana OX=3702 GN=NEK5 PE=1 SV=1	106.3	7.2
Q9ZVC2	Regulatory protein NPR5 OS=Arabidopsis thaliana OX=3702 GN=NPR5 PE=1 SV=1	54	6.73
Q94CG2	Bet1-like SNARE 1-2 OS=Arabidopsis thaliana OX=3702 GN=BET12 PE=2 SV=4	15.2	9.26
Q8S9I4	AT4g02720/T10P11_1 OS=Arabidopsis thaliana OX=3702 GN=At4g02720 PE=1 SV=1	48.4	8.9
O48646	Probable phospholipid hydroperoxide glutathione peroxidase 6, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=GPX6 PE=2 SV=2	25.6	9.35
F4IT14	HARMLESS TO OZONE LAYER 1 OS=Arabidopsis thaliana OX=3702 GN=HOL1 PE=1 SV=1	18.5	4.78
Q9STI1	Cytochrome P450, family 706, subfamily A, polypeptide 4 OS=Arabidopsis thaliana OX=3702 GN=''cytochrome P450 PE=1 SV=1	58.6	6.76
P30182	DNA topoisomerase 2 OS=Arabidopsis thaliana OX=3702 GN=TOP2 PE=2 SV=2	164	7.52
Q9FIV6	Protease Do-like 10, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=DEGP10 PE=2 SV=1	64.7	8.03
Q94C79	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At4g24800 PE=1 SV=1	28.1	9.77
O65660	PLAT domain-containing protein 1 OS=Arabidopsis thaliana OX=3702 GN=PLAT1 PE=1 SV=1	20.1	5.19
A0A1P8BDY3	Alpha/beta-Hydrolases superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At5g21950 PE=1 SV=1	30.1	7.9
F4I4A6	Nucleolar GTP-binding protein 1 OS=Arabidopsis thaliana OX=3702 GN=At1g10300 PE=1 SV=1	78.2	9.35
Q66GM8	Pectin acetylesterase 10 OS=Arabidopsis thaliana OX=3702 GN=PAE10 PE=2 SV=1	46.5	8.78
Q8RWN5	Glycine-rich RNA-binding protein RZ1C OS=Arabidopsis thaliana OX=3702 GN=RZ1C PE=1 SV=1	33.5	9
A0A1P8B1D0	GW repeat-and PHD finger-containing protein NERD OS=Arabidopsis thaliana OX=3702 GN=NERD PE=1 SV=1	193.2	4.79
Q8W4S6	Beta-fructofuranosidase, insoluble isoenzyme CWINV6 OS=Arabidopsis thaliana OX=3702 GN=CWINV6 PE=2 SV=1	62.1	5.19
F4HR91	Leucine-rich repeat (LRR) family protein OS=Arabidopsis thaliana OX=3702 GN=At1g33610 PE=1 SV=1	52.6	8.51
Q94C60	Transcription elongation factor SPT4 homolog 2 OS=Arabidopsis thaliana OX=3702 GN=At5g63670 PE=1 SV=1	13.4	6.74
Q9LJ65	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At3g19010 PE=1 SV=1	40.7	5.45
O22476	Protein BRASSINOSTEROID INSENSITIVE 1 OS=Arabidopsis thaliana OX=3702 GN=BRI1 PE=1 SV=1	130.5	6.42
F4IUE7	Protein CONTINUOUS VASCULAR RING 1 OS=Arabidopsis thaliana OX=3702 GN=COV1 PE=1 SV=2	29.7	6.29
Q8RXR2	Chloride channel protein CLC-f OS=Arabidopsis thaliana OX=3702 GN=CLC-F PE=2 SV=2	83.5	6.73
Q7XA68	At1g01640 OS=Arabidopsis thaliana OX=3702 GN=At3g01790 PE=1 SV=1	23.4	10.35
Q9SJB9	Eukaryotic translation initiation factor 4C OS=Arabidopsis thaliana OX=3702 GN=At2g04520 PE=1 SV=1	16.6	5
E3VNM4	Transcription factor TGA10 OS=Arabidopsis thaliana OX=3702 GN=TGA10 PE=1 SV=1	51.1	7.2
F4JFN7	RNA-binding (RRM/RBD/RNP motifs) family protein OS=Arabidopsis thaliana OX=3702 GN=At3g07810 PE=1 SV=1	52	8.5
O80358	Formamidopyrimidine-DNA glycosylase OS=Arabidopsis thaliana OX=3702 GN=FPG1 PE=1 SV=1	43.2	8.82
Q42524	4-coumarate--CoA ligase 1 OS=Arabidopsis thaliana OX=3702 GN=4CL1 PE=1 SV=1	61	5.43
Q93ZA9	AT4G10360 protein OS=Arabidopsis thaliana OX=3702 GN=At4g10360 PE=1 SV=1	30.2	9.07
Q9LYS5	Protein kinase superfamily protein OS=Arabidopsis thaliana OX=3702 GN=F17J16_160 PE=1 SV=1	57.1	8.37
Q8VZL6	SWR1-complex protein 4 OS=Arabidopsis thaliana OX=3702 GN=SWC4 PE=1 SV=1	49.8	9.23
Q9CA90	Glyoxylate/hydroxypyruvate reductase A HPR2 OS=Arabidopsis thaliana OX=3702 GN=HPR2 PE=1 SV=1	34.1	5.9
Q8W207	COP9 signalosome complex subunit 2 OS=Arabidopsis thaliana OX=3702 GN=CSN2 PE=1 SV=1	51.2	5.57
O80704	At1g61990/F8K4_18 OS=Arabidopsis thaliana OX=3702 GN=At1g61990 PE=1 SV=1	46.2	9.64
Q9SCK9	Uncharacterized protein T9C5.90 OS=Arabidopsis thaliana OX=3702 GN=T9C5.90 PE=1 SV=1	105.3	5.15
Q9XF19	ABC transporter I family member 21 OS=Arabidopsis thaliana OX=3702 GN=ABCI21 PE=2 SV=1	31.3	6.65
F4JV40	Transmembrane protein OS=Arabidopsis thaliana OX=3702 GN=At4g32680 PE=1 SV=1	30.2	5.4
Q9M1E7	Tetraspanin-3 OS=Arabidopsis thaliana OX=3702 GN=TET3 PE=1 SV=1	31.9	8.62
Q8H1F4	Coatomer subunit zeta-3 OS=Arabidopsis thaliana OX=3702 GN=At4g08520 PE=2 SV=1	19.9	4.68
Q8S8S8	At2g19385 OS=Arabidopsis thaliana OX=3702 GN=At2g19385 PE=1 SV=1	30.6	8.98
Q9LJR2	Lectin-like protein LEC OS=Arabidopsis thaliana OX=3702 GN=LEC PE=1 SV=1	29.7	8.87
Q9FZ97	Probable hexosyltransferase MUCI70 OS=Arabidopsis thaliana OX=3702 GN=MUCI70 PE=1 SV=1	65.5	9.23
Q8RY73	NAD-capped RNA hydrolase DXO1 OS=Arabidopsis thaliana OX=3702 GN=DXO1 PE=1 SV=1	60.3	5.4
Q0WP36	Molybdate transporter 2 OS=Arabidopsis thaliana OX=3702 GN=MOT2 PE=1 SV=2	49.5	8.44
O64843	Polyadenylate-binding protein-interacting protein 7 OS=Arabidopsis thaliana OX=3702 GN=CID7 PE=1 SV=1	62.1	6.39
Q8GXH5	37S ribosomal protein S27 OS=Arabidopsis thaliana OX=3702 GN=At5g44710 PE=1 SV=1	11.5	10.59
Q9FIP9	Transcription factor MYC3 OS=Arabidopsis thaliana OX=3702 GN=MYC3 PE=1 SV=1	65	5.33
Q9S7V6	DGCR14-like protein OS=Arabidopsis thaliana OX=3702 GN=F17A17.13 PE=1 SV=1	56.8	9.06
Q9C8J4	Probable sucrose-phosphatase 1 OS=Arabidopsis thaliana OX=3702 GN=SPP1 PE=2 SV=1	47.8	6.15
Q9FLD3	AT5g05210/K2A11_8 OS=Arabidopsis thaliana OX=3702 GN=At5g05210 PE=1 SV=1	45.1	9.77
O82487	Phosphoenolpyruvate carboxylase family protein OS=Arabidopsis thaliana OX=3702 GN=T12H20.10 PE=1 SV=1	38.4	6.04
Q9LIP9	Glutamine--fructose-6-phosphate transaminase (isomerizing) OS=Arabidopsis thaliana OX=3702 GN=GFAT PE=1 SV=1	74.6	6.4
Q8GUI6	Probable lysine-specific demethylase JMJ14 OS=Arabidopsis thaliana OX=3702 GN=JMJ14 PE=1 SV=1	108.1	6.92
Q9C9Y6	Thioredoxin H9 OS=Arabidopsis thaliana OX=3702 GN=TRX9 PE=1 SV=1	15.3	5.31
Q8L608	Heparanase-like protein 2 OS=Arabidopsis thaliana OX=3702 GN=At5g61250 PE=2 SV=1	59.8	8.03
Q9FUS6	Glutathione S-transferase U13 OS=Arabidopsis thaliana OX=3702 GN=GSTU13 PE=2 SV=1	25.1	5.94
Q9LN39	F18O14.31 OS=Arabidopsis thaliana OX=3702 GN=At1g19550 PE=3 SV=1	17.1	5.95
Q9LTD8	DUF21 domain-containing protein At5g52790 OS=Arabidopsis thaliana OX=3702 GN=CBSDUF5 PE=2 SV=2	55.1	6.37
Q9FIC6	Germin-like protein subfamily 1 member 17 OS=Arabidopsis thaliana OX=3702 GN=At5g39150 PE=2 SV=1	23.7	6.32
O22268	Ribosomal RNA small subunit methyltransferase OS=Arabidopsis thaliana OX=3702 GN=DIM1A PE=1 SV=1	39.7	9.06
Q9XIA7	Mitochondrial import receptor subunit TOM6 homolog OS=Arabidopsis thaliana OX=3702 GN=TOM6 PE=1 SV=1	6.3	9.25
Q9LZV3	Mannan endo-1,4-beta-mannosidase 6 OS=Arabidopsis thaliana OX=3702 GN=MAN6 PE=2 SV=1	50.6	6.37
Q9SJ52	NDR1/HIN1-like protein 10 OS=Arabidopsis thaliana OX=3702 GN=NHL10 PE=2 SV=1	25.6	9.92
P35402	ER lumen protein-retaining receptor A OS=Arabidopsis thaliana OX=3702 GN=ERD2A PE=2 SV=1	25.2	8.94
P56801	30S ribosomal protein S8, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=rps8 PE=3 SV=1	15.5	10.93
Q9ZUA3	Microtubule-associated protein 70-3 OS=Arabidopsis thaliana OX=3702 GN=MAP70.3 PE=2 SV=1	69.7	9.35
Q9C9E5	Exocyst subunit Exo70 family protein OS=Arabidopsis thaliana OX=3702 GN=ATEXO70D1 PE=1 SV=1	71.4	6.01
Q9LZX4	Fasciclin-like arabinogalactan protein 10 OS=Arabidopsis thaliana OX=3702 GN=FLA10 PE=2 SV=1	43.6	5.82
Q9SHG5	Cytochrome P450 72C1 OS=Arabidopsis thaliana OX=3702 GN=CYP72C1 PE=2 SV=2	59.6	8.94
A0A1P8B5K1	Omega-protein OS=Arabidopsis thaliana OX=3702 GN=At4g31210 PE=1 SV=1	141	9.35
Q8LE63	FAM63A-like protein (DUF544) OS=Arabidopsis thaliana OX=3702 GN=At4g11860 PE=1 SV=1	74.4	4.49
Q0WM29	Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial OS=Arabidopsis thaliana OX=3702 GN=ALDH6B2 PE=1 SV=2	65.9	8.59
Q84MA6	At1g14170 OS=Arabidopsis thaliana OX=3702 GN=At1g14170 PE=1 SV=1	49.7	5.95
O65790	Cytochrome P450 81F1 OS=Arabidopsis thaliana OX=3702 GN=CYP81F1 PE=2 SV=2	57.5	7.99
F4JFF2	Nucleotidyltransferase OS=Arabidopsis thaliana OX=3702 GN=At3g61690 PE=1 SV=1	144.8	7.2
Q94BZ6	At1g12850/F13K23_8 OS=Arabidopsis thaliana OX=3702 GN=At1g12850 PE=1 SV=1	44.8	5.12
Q94AL6	Excitatory amino acid transporter OS=Arabidopsis thaliana OX=3702 GN=At4g20150 PE=1 SV=1	9.2	8.51
Q9SJA7	Probable sarcosine oxidase OS=Arabidopsis thaliana OX=3702 GN=At2g24580 PE=2 SV=1	45.7	6.02
Q9LT09	50S ribosomal protein L24 OS=Arabidopsis thaliana OX=3702 GN=At5g23535 PE=1 SV=1	17.5	10.04
Q67ZF1	Receptor protein kinase-like protein OS=Arabidopsis thaliana OX=3702 GN=At3g46270 PE=1 SV=1	50.4	5.16
Q9M2M5	GlcNAc-1-P transferase OS=Arabidopsis thaliana OX=3702 GN=F28O9.70 PE=1 SV=1	47.1	8.54
Q9LTW8	CTP synthase OS=Arabidopsis thaliana OX=3702 GN=T2E22.2 PE=1 SV=1	64.3	6.65
F4JNU2	RNA-binding (RRM/RBD/RNP motifs) family protein OS=Arabidopsis thaliana OX=3702 GN=At4g35785 PE=1 SV=2	26.6	11.55
O23203	Major facilitator superfamily protein OS=Arabidopsis thaliana OX=3702 GN=C7A10.570 PE=1 SV=1	52.8	8.91
A8MR03	Splicing factor YJU2 OS=Arabidopsis thaliana OX=3702 GN=At1g17130 PE=1 SV=1	38.5	5.81
Q66GQ5	Protein REDUCED WALL ACETYLATION 3 OS=Arabidopsis thaliana OX=3702 GN=RWA3 PE=1 SV=1	63.3	8.63
Q9FYF8	At1g67350 OS=Arabidopsis thaliana OX=3702 GN=At1g67350 PE=1 SV=1	11.8	5.52
Q9SXS7	Bifunctional L-3-cyanoalanine synthase/cysteine synthase D2 OS=Arabidopsis thaliana OX=3702 GN=CYSD2 PE=1 SV=1	34.3	5.59
Q9SKP4	ER lumen protein retaining receptor family protein OS=Arabidopsis thaliana OX=3702 GN=At2g21190 PE=1 SV=2	30.4	8.6
Q9FF79	Nicotianamine synthase 1 OS=Arabidopsis thaliana OX=3702 GN=NAS1 PE=2 SV=1	35.5	6.64
Q9LZF1	Heavy metal-associated isoprenylated plant protein 6 OS=Arabidopsis thaliana OX=3702 GN=HIPP06 PE=1 SV=1	42.2	8.73
Q9SL02	DNA repair protein RAD50 OS=Arabidopsis thaliana OX=3702 GN=RAD50 PE=1 SV=2	152.7	6.3
A0A1I9LN01	Protein LONG AFTER FAR-RED 3 OS=Arabidopsis thaliana OX=3702 GN=LAF3 PE=2 SV=1	63.7	5.57
Q8RX72	Leucine aminopeptidase 3, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=LAP3 PE=2 SV=1	61.3	6.7
Q8L6Y1	Ubiquitin carboxyl-terminal hydrolase 14 OS=Arabidopsis thaliana OX=3702 GN=UBP14 PE=1 SV=1	88.3	5.21
F4JQE9	AAA-type ATPase family protein OS=Arabidopsis thaliana OX=3702 GN=AP22.32 PE=1 SV=1	71	9.25
P46086	Mevalonate kinase OS=Arabidopsis thaliana OX=3702 GN=At5g27450 PE=2 SV=1	40.6	6.79
Q8LC42	Uncharacterized protein At1g05430 OS=Arabidopsis thaliana OX=3702 GN=At1g05430 PE=1 SV=1	29.8	9.74
Q9M1L0	AT3g42950/F18P9_110 OS=Arabidopsis thaliana OX=3702 GN=F18P9_110 PE=1 SV=1	54	8.5
Q84WU1	Nucleotidyltransferase family protein OS=Arabidopsis thaliana OX=3702 GN=MGN6.13 PE=1 SV=1	59	7.68
Q9FJH9	P-loop NTPase domain-containing protein LPA1 homolog 1 OS=Arabidopsis thaliana OX=3702 GN=At5g60760 PE=2 SV=1	82.5	6.07
P0DO24	Protein PSK SIMULATOR 3 OS=Arabidopsis thaliana OX=3702 GN=PSI3 PE=1 SV=1	72.5	8.78
O22911	At2g47370 OS=Arabidopsis thaliana OX=3702 GN=At2g47370 PE=1 SV=1	35.9	7.93
Q9LXN3	Probable fatty acyl-CoA reductase 4 OS=Arabidopsis thaliana OX=3702 GN=FAR4 PE=1 SV=1	56.2	8.98
A0A1I9LPW3	Exportin-4 protein OS=Arabidopsis thaliana OX=3702 GN=At3g04490 PE=1 SV=1	129.3	5.68
P58045	Cytochrome P450 71A14 OS=Arabidopsis thaliana OX=3702 GN=CYP71A14 PE=2 SV=1	56.8	6.73
F4J284	Nuclear pore complex protein NUP93B OS=Arabidopsis thaliana OX=3702 GN=NUP93B PE=1 SV=1	96.4	7.01
O81126	Serine/arginine-rich splicing factor RSZ22 OS=Arabidopsis thaliana OX=3702 GN=RSZ22 PE=1 SV=1	22.4	11.44
F4JT92	Nucleotide/nucleic acid binding protein OS=Arabidopsis thaliana OX=3702 GN=At4g19610 PE=1 SV=1	91.5	7.11
B3H7M2	Basic-leucine zipper (BZIP) transcription factor family protein OS=Arabidopsis thaliana OX=3702 GN=basic leucine-zipper 30 PE=1 SV=1	57	8.65
O04083	Alpha/beta-Hydrolases superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At1g11090 PE=1 SV=1	36.5	6.19
Q4PT10	Leucine-rich repeat (LRR) family protein OS=Arabidopsis thaliana OX=3702 GN=At1g33670 PE=1 SV=1	50.4	8.79
Q8GYX8	Chaperone protein dnaJ 10 OS=Arabidopsis thaliana OX=3702 GN=ATJ10 PE=2 SV=2	44.6	5.26
Q9ZV34	At2g28790 OS=Arabidopsis thaliana OX=3702 GN=CBP1 PE=1 SV=1	27	7.65
Q940Y3	AT-rich interactive domain-containing protein 3 OS=Arabidopsis thaliana OX=3702 GN=ARID3 PE=1 SV=1	86.5	4.67
Q8VZ21	Stress up-regulated Nod 19 protein OS=Arabidopsis thaliana OX=3702 GN=MAC9.6 PE=1 SV=1	53	6.43
O23034	Ubiquitin-like modifier-activating enzyme 5 OS=Arabidopsis thaliana OX=3702 GN=At1g05350 PE=3 SV=2	47	4.69
Q8L7A5	Expressed protein OS=Arabidopsis thaliana OX=3702 GN=At1g09920 PE=1 SV=1	21.8	7.56
Q9C521	UDP-galactose transporter 1 OS=Arabidopsis thaliana OX=3702 GN=UDP-GALT1 PE=2 SV=1	37.8	9.22
Q42533	Biotin carboxyl carrier protein of acetyl-CoA carboxylase 1, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=BCCP1 PE=1 SV=2	29.6	9.06
Q9LSJ2	ABC transporter B family member 22 OS=Arabidopsis thaliana OX=3702 GN=ABCB22 PE=3 SV=2	134.9	8.48
P58728	Uncharacterized protein At4g14342 OS=Arabidopsis thaliana OX=3702 GN=At4g14342 PE=3 SV=1	10.2	5.36
O49213	GDP-L-fucose synthase 1 OS=Arabidopsis thaliana OX=3702 GN=GER1 PE=1 SV=3	35.5	6.6
Q9SHH8	Glutathione S-transferase U26 OS=Arabidopsis thaliana OX=3702 GN=GSTU26 PE=2 SV=1	25.8	5.72
Q9M1Q0	RING-type E3 ubiquitin transferase OS=Arabidopsis thaliana OX=3702 GN=T17J13.200 PE=1 SV=1	90.2	8.13
A0A1P8BAS9	Non-specific serine/threonine protein kinase OS=Arabidopsis thaliana OX=3702 GN=LecRK-S.5 PE=3 SV=1	74.4	8.5
P93050	Probable LRR receptor-like serine/threonine-protein kinase RKF3 OS=Arabidopsis thaliana OX=3702 GN=RKF3 PE=2 SV=1	67.2	7.84
Q9FI58	ARM repeat superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At5g50900 PE=1 SV=1	59.2	7.81
F4I9Q5	DExH-box ATP-dependent RNA helicase DExH7, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=At1g58060 PE=2 SV=1	163.5	6.2
Q8GY81	Curculin-like (Mannose-binding) lectin family protein OS=Arabidopsis thaliana OX=3702 GN=At1g16900/F17F16_15 PE=1 SV=1	47.2	8.15
A0A1P8BDH2	Arabinanase/levansucrase/invertase OS=Arabidopsis thaliana OX=3702 GN=At5g67540 PE=1 SV=1	56.6	9
Q8GYI7	Alpha/beta-Hydrolases superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At5g19630 PE=1 SV=1	24.5	7.14
P48002	Homeobox protein knotted-1-like 5 OS=Arabidopsis thaliana OX=3702 GN=KNAT5 PE=1 SV=2	43.3	6.48
F4HUQ5	RNA-binding (RRM/RBD/RNP motifs) family protein OS=Arabidopsis thaliana OX=3702 GN=At1g20880 PE=1 SV=1	29.9	8.85
F4JGB4	Microsomal signal peptidase 25 kDa subunit (SPC25) OS=Arabidopsis thaliana OX=3702 GN=At4g04200 PE=1 SV=1	21.2	8.82
A0A1P8APY2	Neutral ceramidase OS=Arabidopsis thaliana OX=3702 GN=At1g07380 PE=1 SV=1	86.8	7.53
Q6E7H0	Origin of replication complex subunit 3 OS=Arabidopsis thaliana OX=3702 GN=ORC3 PE=1 SV=1	82.7	8.27
Q05212	DNA damage-repair/toleration protein DRT102 OS=Arabidopsis thaliana OX=3702 GN=DRT102 PE=1 SV=2	33.2	5.33
Q9FZ25	At1g02360 OS=Arabidopsis thaliana OX=3702 GN=At1g02360 PE=1 SV=1	30.1	7.62
Q9SHU9	Expressed protein OS=Arabidopsis thaliana OX=3702 GN=At2g15270 PE=1 SV=2	22.3	9.36
O80386	COP1-interacting protein 7 OS=Arabidopsis thaliana OX=3702 GN=CIP7 PE=1 SV=1	118.4	6.27
Q0WW17	Protein REDUCED WALL ACETYLATION 2 OS=Arabidopsis thaliana OX=3702 GN=RWA2 PE=1 SV=1	63.6	8.53
Q84WW2	6-phosphogluconolactonase 3, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=PGL3 PE=1 SV=1	35.6	7.77
Q93W32	Fasciclin-like arabinogalactan protein 18 OS=Arabidopsis thaliana OX=3702 GN=FLA18 PE=2 SV=1	50.8	7.21
